spatial_unit,region_type,manual_score,entropy_score,pca_score,score_spread,manual_rank,entropy_rank,pca_rank
873185348ffffff,mixed_evening_area,31.79,31.33,7.67,24.119999999999997,327,263,428
8731abd88ffffff,mixed_evening_area,31.61,31.15,3.93,27.68,328,264,1263
873181824ffffff,mixed_evening_area,31.6,30.85,7.51,24.090000000000003,329,266,438
8731aa4dbffffff,mixed_evening_area,31.56,28.38,7.4,24.159999999999997,330,317,455
8731aa035ffffff,mixed_evening_area,31.54,27.56,8.51,23.03,331,338,355
8731aa670ffffff,mixed_evening_area,31.39,31.45,6.21,25.24,332,261,683
8731aacdcffffff,mixed_evening_area,31.31,22.04,9.36,21.95,333,507,303
8731aa88affffff,mixed_evening_area,31.24,27.05,8.24,23.0,334,350,373
8731852ecffffff,mixed_evening_area,31.18,29.28,8.72,22.46,335,293,342
8731aa4ccffffff,mixed_evening_area,31.13,24.57,9.28,21.85,336,417,311
87318196cffffff,mixed_evening_area,31.12,26.74,8.06,23.060000000000002,337,358,389
8731aa02effffff,mixed_evening_area,31.05,29.4,6.33,24.72,338,287,668
8731aa544ffffff,mixed_evening_area,31.04,22.56,9.43,21.61,339,486,300
8731aa560ffffff,mixed_evening_area,31.02,21.08,8.65,22.369999999999997,340,556,346
8731aa48dffffff,mixed_evening_area,30.99,22.46,9.29,21.7,341,491,310
8731aa4e2ffffff,mixed_evening_area,30.95,20.9,9.02,21.93,342,563,322
8731aa7b1ffffff,mixed_evening_area,30.84,22.33,10.04,20.8,343,496,277
873181973ffffff,mixed_evening_area,30.78,26.56,6.76,24.020000000000003,344,364,531
8731aacccffffff,mixed_evening_area,30.74,22.24,9.08,21.659999999999997,345,499,320
8731aa590ffffff,mixed_evening_area,30.72,30.6,4.22,26.5,346,270,1165
87318195bffffff,mixed_evening_area,30.7,23.92,8.57,22.13,347,439,348
87318195dffffff,mixed_evening_area,30.6,21.54,8.84,21.76,348,528,334
8731aa602ffffff,mixed_evening_area,30.55,28.04,6.74,23.810000000000002,349,328,534
8731aa5b2ffffff,mixed_evening_area,30.53,15.92,8.01,22.520000000000003,350,848,393
873181964ffffff,mixed_evening_area,30.53,29.29,7.54,22.990000000000002,350,292,435
873181876ffffff,mixed_evening_area,30.41,28.76,7.41,23.0,352,305,452
87318194cffffff,mixed_evening_area,30.38,22.58,9.32,21.06,353,483,308
8731aa5a2ffffff,mixed_evening_area,30.37,21.61,8.38,21.990000000000002,354,523,366
8731aa449ffffff,mixed_evening_area,30.35,22.74,8.54,21.810000000000002,355,477,352
8731aa188ffffff,mixed_evening_area,30.33,16.28,11.45,18.88,356,837,234
8731aaca9ffffff,mixed_evening_area,30.3,26.77,7.51,22.79,357,356,438
8731aacdaffffff,mixed_evening_area,30.26,22.58,8.4,21.86,358,483,362
87318525cffffff,mixed_evening_area,30.17,26.78,8.39,21.78,359,354,363
8731aac8bffffff,mixed_evening_area,30.15,21.35,9.18,20.97,360,542,317
8731aa664ffffff,mixed_evening_area,30.13,30.32,6.5,23.82,361,274,578
8731aa7a1ffffff,mixed_evening_area,30.11,23.03,9.09,21.02,362,466,319
873181a43ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873181b36ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873181b5bffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873181b6bffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873185274ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
87318566dffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873185605ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
8731ae288ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873181a85ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873181c29ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873181b96ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
873181bb6ffffff,transport_hub_like,30.08,15.64,7.86,22.22,363,869,403
8731aa0e0ffffff,mixed_evening_area,30.06,19.92,9.03,21.03,375,619,321
8731aa11affffff,mixed_evening_area,29.95,22.78,8.41,21.54,376,474,361
8731aacaeffffff,mixed_evening_area,29.94,22.77,8.27,21.67,377,475,371
8731aa531ffffff,mixed_evening_area,29.88,22.37,9.22,20.659999999999997,378,495,312
8731aa6f6ffffff,mixed_evening_area,29.88,25.96,4.99,24.89,378,377,945
8731aa1adffffff,mixed_evening_area,29.83,20.5,8.49,21.339999999999996,380,587,357
873185375ffffff,mixed_evening_area,29.81,30.04,3.35,26.689999999999998,381,279,1445
8731aa16affffff,mixed_evening_area,29.8,30.03,3.35,26.68,382,280,1445
8731aa486ffffff,mixed_evening_area,29.8,26.78,7.5,22.3,382,354,441
8731aac9bffffff,mixed_evening_area,29.8,20.32,9.44,20.36,382,595,297
87318195cffffff,mixed_evening_area,29.74,25.07,8.77,20.97,385,407,338
8731aa100ffffff,mixed_evening_area,29.65,24.27,8.49,21.159999999999997,386,424,357
8731aa516ffffff,mixed_evening_area,29.58,22.72,8.93,20.65,387,479,330
8731aa02affffff,mixed_evening_area,29.53,24.5,8.17,21.36,388,419,383
873181825ffffff,mixed_evening_area,29.42,26.34,7.5,21.92,389,367,441
8731aa732ffffff,mixed_evening_area,29.39,23.13,8.56,20.83,390,463,349
8731aa665ffffff,mixed_evening_area,29.38,26.76,7.37,22.009999999999998,391,357,458
8731aa1abffffff,mixed_evening_area,29.35,20.09,8.68,20.67,392,609,344
8731aa79dffffff,mixed_evening_area,29.34,19.29,8.39,20.95,393,659,363
8731aa194ffffff,mixed_evening_area,29.25,19.53,8.7,20.55,394,648,343
8731aa0f0ffffff,mixed_evening_area,29.24,17.73,6.91,22.33,395,756,511
8731aa7a9ffffff,mixed_evening_area,29.23,27.23,6.83,22.4,396,347,522
8731aa459ffffff,mixed_evening_area,29.21,19.05,9.21,20.0,397,672,314
8731aa46affffff,mixed_evening_area,29.17,21.7,8.37,20.800000000000004,398,519,367
8731aa0adffffff,mixed_evening_area,29.16,19.55,8.43,20.73,399,645,359
8731aa0e3ffffff,mixed_evening_area,29.15,30.57,3.04,27.53,400,271,1555
8731aa1a8ffffff,mixed_evening_area,29.1,21.47,9.22,19.880000000000003,401,535,312
8731aa781ffffff,mixed_evening_area,29.0,20.31,7.84,21.16,402,596,416
8731aa4aaffffff,mixed_evening_area,28.98,20.5,8.66,20.32,403,587,345
8731aa4e5ffffff,mixed_evening_area,28.98,20.51,8.96,20.02,403,585,325
8731aaceaffffff,mixed_evening_area,28.94,22.76,8.1,20.840000000000003,405,476,388
8731aa4dcffffff,mixed_evening_area,28.77,22.74,7.41,21.36,406,477,452
8731aa5b6ffffff,mixed_evening_area,28.72,23.31,8.21,20.509999999999998,407,456,375
8731aa10bffffff,mixed_evening_area,28.68,25.94,7.07,21.61,408,381,494
8731aa58cffffff,mixed_evening_area,28.67,22.93,8.37,20.300000000000004,409,472,367
8731aa0a9ffffff,mixed_evening_area,28.67,26.55,6.77,21.900000000000002,409,365,530
873181b23ffffff,mixed_evening_area,28.64,17.8,7.32,21.32,411,751,468
8731aa4d1ffffff,mixed_evening_area,28.63,26.12,7.59,21.04,412,373,433
8731aa154ffffff,mixed_evening_area,28.6,22.06,7.71,20.89,413,504,423
873181949ffffff,mixed_evening_area,28.58,25.29,7.0,21.58,414,401,501
8731aa585ffffff,mixed_evening_area,28.5,18.15,9.16,19.34,415,726,318
8731aa4adffffff,mixed_evening_area,28.49,19.61,8.95,19.54,416,640,326
8731aa0c2ffffff,mixed_evening_area,28.49,26.85,5.71,22.779999999999998,416,351,775
8731aa6a6ffffff,mixed_evening_area,28.49,29.19,6.36,22.830000000000002,416,296,662
873181875ffffff,mixed_evening_area,28.48,23.9,8.15,20.33,419,441,385
8731aa0a0ffffff,mixed_evening_area,28.29,20.62,8.98,19.31,420,579,324
8731aa066ffffff,mixed_evening_area,28.29,21.8,8.53,19.759999999999998,420,517,353
8731aaa9affffff,mixed_evening_area,28.28,25.91,7.46,20.82,422,382,446
873181958ffffff,mixed_evening_area,28.21,26.34,6.25,21.96,423,367,677
8731aacc2ffffff,mixed_evening_area,28.16,20.95,7.94,20.22,424,562,398
8731aa0d8ffffff,mixed_evening_area,28.16,21.28,7.85,20.310000000000002,424,546,415
873185240ffffff,mixed_evening_area,28.11,28.82,4.05,24.77,426,302,1225
8731aa533ffffff,mixed_evening_area,28.08,21.36,8.04,20.04,427,539,390
873181800ffffff,mixed_evening_area,28.05,29.2,6.42,22.78,428,295,655
8731aa01bffffff,mixed_evening_area,28.01,30.3,5.54,24.76,429,276,823
8731aa4acffffff,mixed_evening_area,27.97,20.04,8.79,19.18,430,612,336
873181951ffffff,mixed_evening_area,27.96,23.57,6.7,21.26,431,448,540
8731aa153ffffff,mixed_evening_area,27.94,21.9,6.66,21.28,432,515,547
8731aa62bffffff,mixed_evening_area,27.84,27.71,5.88,21.96,433,334,734
873185251ffffff,mixed_evening_area,27.81,21.54,8.03,19.78,434,528,391
873181b66ffffff,mixed_evening_area,27.68,30.3,5.7,24.6,435,276,779
8731aa794ffffff,mixed_evening_area,27.67,22.66,8.21,19.46,436,480,375
873181864ffffff,mixed_evening_area,27.58,18.54,8.78,18.799999999999997,437,700,337
8731aa1b0ffffff,mixed_evening_area,27.54,17.34,8.55,18.99,438,789,351
873181863ffffff,mixed_evening_area,27.52,25.38,6.58,20.939999999999998,439,399,571
873181960ffffff,mixed_evening_area,27.5,29.37,5.72,23.650000000000002,440,289,771
8731aa0b0ffffff,mixed_evening_area,27.49,20.8,8.21,19.279999999999998,441,567,375
8731aa733ffffff,mixed_evening_area,27.44,18.79,8.75,18.69,442,685,341
8731aa186ffffff,mixed_evening_area,27.43,21.17,7.92,19.509999999999998,443,550,399
8731aa4c1ffffff,mixed_evening_area,27.38,20.06,8.5,18.88,444,611,356
8731aa109ffffff,mixed_evening_area,27.34,24.11,7.35,19.990000000000002,445,433,461
8731aa520ffffff,mixed_evening_area,27.33,19.01,8.39,18.939999999999998,446,674,363
8731aa020ffffff,mixed_evening_area,27.3,26.67,7.18,20.12,447,360,485
8731aa0d2ffffff,mixed_evening_area,27.27,18.66,8.31,18.96,448,691,369
8731aa7b0ffffff,mixed_evening_area,27.24,17.49,8.77,18.47,449,777,338
8731aa56dffffff,mixed_evening_area,27.23,17.42,8.12,19.11,450,784,386
8731aa08affffff,mixed_evening_area,27.2,24.5,5.43,21.77,451,419,849
8731aa15bffffff,mixed_evening_area,27.16,21.1,7.67,19.490000000000002,452,553,428
873181b28ffffff,mixed_evening_area,27.08,28.7,4.89,23.81,453,307,971
8731aacd5ffffff,mixed_evening_area,27.06,18.63,6.92,20.14,454,697,510
8731aac59ffffff,mixed_evening_area,27.04,29.61,6.1,23.509999999999998,455,284,703
8731aa182ffffff,mixed_evening_area,27.0,19.97,7.42,19.58,456,616,448
8731aa711ffffff,mixed_evening_area,26.99,27.91,7.11,20.8,457,331,490
8731aa524ffffff,mixed_evening_area,26.97,16.49,9.92,17.049999999999997,458,828,281
8731aa511ffffff,mixed_evening_area,26.91,20.63,7.52,19.39,459,577,437
8731aa093ffffff,mixed_evening_area,26.91,18.54,8.24,18.67,459,700,373
873181840ffffff,mixed_evening_area,26.89,23.18,6.89,20.0,461,460,514
8731aa0dcffffff,mixed_evening_area,26.81,28.92,4.86,24.060000000000002,462,300,979
8731aa736ffffff,mixed_evening_area,26.79,21.42,6.35,20.439999999999998,463,537,663
8731aa32bffffff,mixed_evening_area,26.78,27.09,6.6,20.490000000000002,464,349,566
8731aa596ffffff,mixed_evening_area,26.77,17.98,8.03,18.740000000000002,465,730,391
8731aacdbffffff,mixed_evening_area,26.69,17.34,8.89,17.8,466,789,332
8731aace0ffffff,mixed_evening_area,26.62,17.43,7.92,18.700000000000003,467,782,399
8731aa706ffffff,mixed_evening_area,26.6,23.28,7.42,19.18,468,458,448
8731aa594ffffff,mixed_evening_area,26.48,28.96,5.12,23.84,469,298,911
8731aa44dffffff,mixed_evening_area,26.47,20.17,8.42,18.049999999999997,470,604,360
8731aa514ffffff,mixed_evening_area,26.44,20.88,7.76,18.68,471,565,421
8731aa111ffffff,mixed_evening_area,26.44,24.06,6.35,20.090000000000003,471,436,663
8731aa1a6ffffff,mixed_evening_area,26.37,27.65,4.69,22.959999999999997,473,337,1030
8731aa08bffffff,mixed_evening_area,26.34,28.24,5.83,22.409999999999997,474,319,744
8731aa629ffffff,mixed_evening_area,26.31,24.35,6.54,19.77,475,422,575
8731aa505ffffff,mixed_evening_area,26.28,17.03,8.88,17.4,476,802,333
8731aa0e5ffffff,mixed_evening_area,26.28,25.65,6.12,20.16,476,389,699
8731aa146ffffff,mixed_evening_area,26.25,25.87,5.61,20.64,478,385,810
8731aa598ffffff,mixed_evening_area,26.24,21.44,7.81,18.43,479,536,419
8731aac9affffff,mixed_evening_area,26.22,19.43,7.7,18.52,480,653,426
8731aa18effffff,mixed_evening_area,26.2,19.03,8.11,18.09,481,673,387
8731818adffffff,mixed_evening_area,26.19,28.93,1.9,27.03,482,299,1767
8731aa00affffff,mixed_evening_area,26.16,17.64,6.82,19.34,483,772,523
873185b54ffffff,mixed_evening_area,26.1,28.68,5.6,23.08,484,309,811
8731852ccffffff,mixed_evening_area,26.07,15.69,7.13,18.94,485,864,489
8731aa1a0ffffff,mixed_evening_area,26.03,20.81,6.95,19.080000000000002,486,566,506
873181b71ffffff,mixed_evening_area,25.99,28.24,4.5,23.74,487,319,1089
8731aa322ffffff,mixed_evening_area,25.98,25.41,7.45,18.53,488,394,447
8731aace3ffffff,mixed_evening_area,25.96,17.45,7.27,18.69,489,780,477
8731aa729ffffff,mixed_evening_area,25.95,21.61,7.03,18.919999999999998,490,523,498
8731aaad6ffffff,mixed_evening_area,25.94,22.66,7.03,18.91,491,480,498
8731aac89ffffff,mixed_evening_area,25.91,19.19,8.18,17.73,492,665,381
8731aa604ffffff,mixed_evening_area,25.91,27.56,4.65,22.909999999999997,492,338,1046
8731aa750ffffff,mixed_evening_area,25.88,16.91,7.71,18.169999999999998,494,807,423
8731aa152ffffff,mixed_evening_area,25.87,21.23,6.69,19.18,495,548,541
8731aa196ffffff,mixed_evening_area,25.85,15.4,7.33,18.520000000000003,496,890,467
8731aa8ebffffff,mixed_evening_area,25.84,23.8,6.44,19.4,497,445,651
8731aa082ffffff,mixed_evening_area,25.79,15.78,7.38,18.41,498,859,457
8731aa4c8ffffff,mixed_evening_area,25.77,22.06,6.9,18.869999999999997,499,504,512
8731aac16ffffff,mixed_evening_area,25.76,21.36,6.71,19.05,500,539,539
8731aa95dffffff,mixed_evening_area,25.75,28.67,2.33,26.340000000000003,501,311,1688
8731aa142ffffff,mixed_evening_area,25.74,24.17,4.81,20.93,502,430,995
8731aa44cffffff,mixed_evening_area,25.7,17.66,7.96,17.74,503,771,396
873181a2bffffff,mixed_evening_area,25.62,15.28,5.82,19.8,504,894,749
873181874ffffff,mixed_evening_area,25.59,19.55,6.99,18.6,505,645,502
8731aa292ffffff,mixed_evening_area,25.57,27.79,5.89,21.9,506,333,728
8731aad9affffff,mixed_evening_area,25.56,27.97,3.19,24.779999999999998,507,329,1505
8731aa130ffffff,mixed_evening_area,25.54,26.8,6.17,20.630000000000003,508,352,687
8731aa173ffffff,mixed_evening_area,25.54,19.27,7.83,17.71,508,661,417
873181970ffffff,mixed_evening_area,25.52,28.54,4.83,23.71,510,312,986
8731aa840ffffff,mixed_evening_area,25.5,26.09,5.67,20.42,511,375,786
8731aa01affffff,mixed_evening_area,25.5,24.89,4.76,20.740000000000002,511,411,1007
8731aa44effffff,mixed_evening_area,25.47,19.78,7.83,17.64,513,632,417
873185265ffffff,mixed_evening_area,25.46,15.18,5.77,19.69,514,900,762
8731aa028ffffff,mixed_evening_area,25.42,17.35,8.26,17.160000000000004,515,787,372
8731aad8effffff,mixed_evening_area,25.42,14.96,5.67,19.75,515,911,786
873181851ffffff,mixed_evening_area,25.42,27.51,4.82,22.69,515,341,990
8731aa724ffffff,mixed_evening_area,25.41,19.53,8.0,17.41,518,648,394
8731aa029ffffff,mixed_evening_area,25.4,17.25,7.48,17.919999999999998,519,794,444
8731aa124ffffff,mixed_evening_area,25.4,16.98,7.34,18.06,519,804,465
8731aa042ffffff,mixed_evening_area,25.39,21.53,5.01,20.380000000000003,521,532,931
8731aa4deffffff,mixed_evening_area,25.37,18.11,7.92,17.450000000000003,522,728,399
8731aa709ffffff,mixed_evening_area,25.34,16.45,7.79,17.55,523,830,420
8731aa30cffffff,mixed_evening_area,25.3,19.96,6.45,18.85,524,617,647
8731aaa19ffffff,mixed_evening_area,25.28,28.37,1.61,26.76,525,318,1815
8731aa75dffffff,mixed_evening_area,25.25,27.17,5.53,21.64,526,348,827
8731aa7a4ffffff,mixed_evening_area,25.22,16.75,8.52,16.7,527,812,354
8731aac46ffffff,mixed_evening_area,25.22,15.09,5.69,19.529999999999998,527,905,783
8731aaca1ffffff,mixed_evening_area,25.2,19.59,7.53,17.669999999999998,529,644,436
8731aa59cffffff,mixed_evening_area,25.19,20.12,7.48,17.71,530,608,444
8731aa102ffffff,mixed_evening_area,25.19,20.15,7.05,18.14,530,607,495
8731aad89ffffff,mixed_evening_area,25.18,20.72,7.31,17.87,532,571,470
8731aac52ffffff,mixed_evening_area,25.17,15.66,8.18,16.990000000000002,533,866,381
8731aa4f3ffffff,mixed_evening_area,25.16,16.58,7.34,17.82,534,823,465
8731aa04effffff,mixed_evening_area,25.1,27.69,3.43,24.26,535,336,1434
873185259ffffff,mixed_evening_area,25.1,18.66,7.63,17.470000000000002,535,691,432
8731aac8dffffff,mixed_evening_area,25.09,18.75,7.51,17.58,537,686,438
8731aac82ffffff,mixed_evening_area,25.03,23.4,6.49,18.54,538,454,644
8731aa626ffffff,mixed_evening_area,25.0,21.13,5.78,19.22,539,551,760
873181940ffffff,mixed_evening_area,24.99,24.28,5.24,19.75,540,423,886
8731aac54ffffff,mixed_evening_area,24.96,14.68,5.52,19.44,541,930,831
8731aa024ffffff,mixed_evening_area,24.92,18.24,5.47,19.450000000000003,542,711,837
8731aa025ffffff,mixed_evening_area,24.89,20.59,7.2,17.69,543,580,483
8731aa993ffffff,mixed_evening_area,24.83,28.09,1.46,26.63,544,323,1862
8731a84e9ffffff,mixed_evening_area,24.83,28.09,1.46,26.63,544,323,1862
873181972ffffff,mixed_evening_area,24.83,28.09,1.46,26.63,544,323,1862
8731aa2a6ffffff,mixed_evening_area,24.83,28.09,1.46,26.63,544,323,1862
8731ae66effffff,mixed_evening_area,24.83,28.09,1.46,26.63,544,323,1862
8731abdacffffff,mixed_evening_area,24.78,28.74,1.36,27.38,549,306,1962
8731aa108ffffff,mixed_evening_area,24.73,20.98,6.43,18.3,550,561,653
87318180affffff,mixed_evening_area,24.73,18.82,6.72,18.01,550,682,538
8731aa586ffffff,mixed_evening_area,24.71,17.37,7.67,17.04,552,786,428
873181952ffffff,mixed_evening_area,24.66,15.43,7.35,17.310000000000002,553,888,461
873181b75ffffff,mixed_evening_area,24.64,20.22,7.71,16.93,554,601,423
8731aa798ffffff,mixed_evening_area,24.63,28.42,4.09,24.330000000000002,555,315,1218
8731aa08dffffff,mixed_evening_area,24.59,17.93,7.49,17.1,556,744,443
8731aa4c6ffffff,mixed_evening_area,24.54,17.68,7.69,16.849999999999998,557,759,427
8731aa714ffffff,mixed_evening_area,24.53,20.59,6.74,17.79,558,580,534
8731aa584ffffff,mixed_evening_area,24.51,20.04,6.12,18.39,559,612,699
87318526cffffff,mixed_evening_area,24.49,21.08,6.99,17.5,560,556,502
873181820ffffff,mixed_evening_area,24.49,21.36,7.25,17.24,560,539,479
8731aa70effffff,mixed_evening_area,24.45,17.87,7.18,17.27,562,748,485
873181b61ffffff,mixed_evening_area,24.42,21.3,5.65,18.770000000000003,563,544,794
8731aa70cffffff,mixed_evening_area,24.4,14.84,7.95,16.45,564,918,397
8731aa88bffffff,mixed_evening_area,24.37,19.38,7.28,17.09,565,655,473
8731ae2a9ffffff,mixed_evening_area,24.36,27.3,3.18,24.12,566,345,1506
8731aacc3ffffff,mixed_evening_area,24.35,15.03,6.99,17.36,567,909,502
8731852c0ffffff,mixed_evening_area,24.33,28.46,0.98,27.48,568,313,2290
8731aad65ffffff,mixed_evening_area,24.33,28.46,0.98,27.48,568,313,2290
8731aa013ffffff,mixed_evening_area,24.31,14.77,6.68,17.63,570,921,545
8731aa328ffffff,mixed_evening_area,24.26,23.48,6.95,17.310000000000002,571,451,506
8731aa7a2ffffff,mixed_evening_area,24.22,16.53,7.15,17.07,572,825,488
8731aa4b5ffffff,mixed_evening_area,24.19,17.69,7.04,17.150000000000002,573,758,496
8731aa753ffffff,mixed_evening_area,24.17,15.25,7.39,16.78,574,896,456
8731aaccdffffff,mixed_evening_area,24.09,16.71,7.29,16.8,575,814,472
8731aac5bffffff,mixed_evening_area,24.08,18.38,7.21,16.869999999999997,576,706,482
873181834ffffff,mixed_evening_area,24.06,14.12,5.24,18.82,577,952,886
8731aa785ffffff,mixed_evening_area,23.97,20.18,5.89,18.08,578,602,728
8731aa054ffffff,mixed_evening_area,23.97,15.45,5.12,18.849999999999998,578,886,911
8731aad8bffffff,mixed_evening_area,23.96,19.61,7.08,16.880000000000003,580,640,492
8731aac99ffffff,mixed_evening_area,23.93,16.16,7.08,16.85,581,840,492
8731aa021ffffff,mixed_evening_area,23.92,18.7,6.56,17.360000000000003,582,689,573
873181866ffffff,mixed_evening_area,23.89,14.74,7.27,16.62,583,923,477
8731aa625ffffff,mixed_evening_area,23.82,18.68,6.13,17.69,584,690,697
8731aa1a9ffffff,mixed_evening_area,23.81,17.35,7.42,16.39,585,787,448
8731aa1a3ffffff,mixed_evening_area,23.81,22.13,6.09,17.72,585,502,705
873181b55ffffff,mixed_evening_area,23.8,17.05,6.21,17.59,587,800,683
8731aa506ffffff,mixed_evening_area,23.77,14.52,7.41,16.36,588,932,452
8731aa6d4ffffff,mixed_evening_area,23.76,27.8,3.2,24.6,589,332,1503
8731aa323ffffff,mixed_evening_area,23.73,19.48,6.84,16.89,590,650,521
873181841ffffff,mixed_evening_area,23.73,14.71,5.06,18.67,590,928,923
873181804ffffff,mixed_evening_area,23.72,19.14,6.62,17.099999999999998,592,668,563
873185261ffffff,mixed_evening_area,23.68,25.9,4.27,21.63,593,383,1150
873185249ffffff,mixed_evening_area,23.66,15.66,6.88,16.78,594,866,515
8731818e5ffffff,mixed_evening_area,23.62,25.95,3.25,22.7,595,379,1498
8731aa290ffffff,mixed_evening_area,23.62,25.95,3.83,22.119999999999997,595,379,1291
8731aa890ffffff,mixed_evening_area,23.61,13.84,5.09,18.52,597,969,920
8731aa72cffffff,mixed_evening_area,23.61,15.45,7.57,16.04,597,886,434
8731aa59effffff,mixed_evening_area,23.61,21.1,5.81,17.8,597,553,753
873181b65ffffff,mixed_evening_area,23.54,20.54,6.69,16.849999999999998,600,583,541
873181835ffffff,mixed_evening_area,23.52,20.63,4.77,18.75,601,577,1005
8731aa1b2ffffff,mixed_evening_area,23.47,17.32,6.69,16.779999999999998,602,791,541
873181941ffffff,mixed_evening_area,23.45,19.14,6.17,17.28,603,668,687
8731aa36cffffff,mixed_evening_area,23.42,19.92,5.65,17.770000000000003,604,619,794
8731aa00bffffff,mixed_evening_area,23.38,19.96,6.45,16.93,605,617,647
8731aaaccffffff,mixed_evening_area,23.36,24.59,4.87,19.72,606,416,976
8731aa75bffffff,mixed_evening_area,23.33,17.18,7.28,16.049999999999997,607,796,473
8731aace6ffffff,mixed_evening_area,23.31,14.39,4.95,18.36,608,938,957
8731aacd4ffffff,transport_hub_like,23.28,13.55,5.58,17.700000000000003,609,987,815
8731aa19cffffff,mixed_evening_area,23.24,13.99,7.91,15.329999999999998,610,960,402
8731aa0e6ffffff,mixed_evening_area,23.23,18.17,6.94,16.29,611,723,509
8731aac1affffff,mixed_evening_area,23.2,22.43,5.37,17.83,612,492,860
8731aa074ffffff,mixed_evening_area,23.19,17.25,7.37,15.82,613,794,458
873181b1bffffff,mixed_evening_area,23.19,21.65,4.11,19.080000000000002,613,521,1211
87318180cffffff,mixed_evening_area,23.18,19.19,5.95,17.23,615,665,723
8731aa88dffffff,mixed_evening_area,23.17,25.67,3.69,21.98,616,387,1330
873181b30ffffff,mixed_evening_area,23.16,24.79,6.01,18.78,617,413,715
8731aa118ffffff,mixed_evening_area,23.16,16.72,7.35,15.81,617,813,461
8731aa673ffffff,mixed_evening_area,23.16,13.56,4.95,18.21,617,985,957
873181871ffffff,mixed_evening_area,23.14,21.95,5.71,17.43,620,511,775
8731aa56cffffff,mixed_evening_area,23.07,14.0,7.75,15.32,621,958,422
873181814ffffff,mixed_evening_area,23.06,26.29,3.61,22.68,622,369,1347
8731aa675ffffff,mixed_evening_area,22.99,23.91,5.33,18.58,623,440,866
8731aa116ffffff,mixed_evening_area,22.98,23.09,5.62,17.47,624,464,806
873181a33ffffff,mixed_evening_area,22.97,20.64,6.13,16.84,625,576,697
8731aa0aeffffff,mixed_evening_area,22.95,14.18,7.28,15.669999999999998,626,950,473
8731aa354ffffff,mixed_evening_area,22.9,16.37,5.67,17.229999999999997,627,835,786
8731aabb6ffffff,mixed_evening_area,22.9,21.54,6.06,16.84,627,528,708
873185246ffffff,mixed_evening_area,22.83,18.32,5.87,16.959999999999997,629,709,736
873181a03ffffff,mixed_evening_area,22.72,25.39,3.54,21.85,630,396,1383
8731852d9ffffff,mixed_evening_area,22.72,25.39,3.54,21.85,630,396,1383
873181a2effffff,transport_hub_like,22.72,13.29,4.81,17.91,630,999,995
8731aad8affffff,mixed_evening_area,22.72,25.39,3.54,21.85,630,396,1383
8731aa318ffffff,mixed_evening_area,22.71,26.59,4.44,22.15,634,363,1106
8731aa083ffffff,mixed_evening_area,22.7,13.28,4.81,17.89,635,1000,995
8731aa611ffffff,mixed_evening_area,22.7,13.28,4.81,17.89,635,1000,995
87318112bffffff,transport_hub_like,22.7,13.28,4.81,17.89,635,1000,995
8731aa74effffff,transport_hub_like,22.7,13.28,4.81,17.89,635,1000,995
8731aa14cffffff,mixed_evening_area,22.69,19.46,5.6,17.090000000000003,639,652,811
873185b72ffffff,mixed_evening_area,22.68,14.25,4.66,18.02,640,942,1036
8731aacc0ffffff,mixed_evening_area,22.65,19.92,5.7,16.95,641,619,779
8731aa0deffffff,mixed_evening_area,22.58,21.35,6.15,16.43,642,542,694
8731aacc6ffffff,mixed_evening_area,22.56,14.96,6.53,16.029999999999998,643,911,576
8731aa4c5ffffff,mixed_evening_area,22.56,15.8,7.31,15.25,643,858,470
8731a805dffffff,transport_hub_like,22.55,10.72,7.32,15.23,645,1204,468
8731aac09ffffff,mixed_evening_area,22.54,17.76,5.37,17.169999999999998,646,752,860
8731aac0bffffff,mixed_evening_area,22.49,14.74,6.29,16.2,647,923,673
8731aa30bffffff,mixed_evening_area,22.48,17.92,4.83,17.65,648,745,986
8731aa15cffffff,mixed_evening_area,22.48,16.46,5.74,16.740000000000002,648,829,767
8731aa4d8ffffff,mixed_evening_area,22.46,13.59,7.42,15.040000000000001,650,984,448
87318534dffffff,mixed_evening_area,22.35,25.27,3.94,21.33,651,402,1260
8731aa583ffffff,mixed_evening_area,22.32,13.75,6.68,15.64,652,976,545
8731aa363ffffff,mixed_evening_area,22.3,20.72,5.87,16.43,653,571,736
873181865ffffff,mixed_evening_area,22.3,15.66,6.42,15.88,653,866,655
873181989ffffff,mixed_evening_area,22.28,25.13,3.95,21.18,655,404,1256
873181856ffffff,transport_hub_like,22.27,13.01,4.66,17.61,656,1012,1036
8731aa71bffffff,mixed_evening_area,22.27,25.11,3.4,21.71,656,406,1437
