spatial_unit,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance
8731aa785ffffff,0.0833,0.0,1.08,1.0,2.0,0.651,30.0,26.0,6.0,1.0,9.0,1.0,1.0,369.52
8731aa054ffffff,0.2778,0.0,1.8,5.0,5.0,0.181,13.0,9.0,2.0,5.0,0.0,0.0,0.0,857.87
8731aad8bffffff,0.5,0.2033,1.32,8.0,3.0,0.943,30.0,28.0,9.0,8.0,6.0,2.0,2.0,228.28
8731aac99ffffff,0.25,0.2233,1.48,4.0,6.0,0.809,30.0,27.0,7.0,4.0,4.0,1.0,1.0,210.22
8731aa021ffffff,0.1389,0.0233,1.72,2.0,3.0,0.691,30.0,25.0,7.0,2.0,1.0,1.0,0.0,471.45
873181866ffffff,0.9167,0.32,1.72,16.0,4.0,0.909,30.0,30.0,10.0,16.0,1.0,1.0,0.0,854.39
8731aa625ffffff,0.6389,0.2933,1.8,11.0,5.0,0.891,30.0,27.0,8.0,11.0,0.0,1.0,0.0,751.05
8731aa1a9ffffff,0.75,0.3133,1.8,12.0,2.0,0.736,30.0,28.0,6.0,12.0,0.0,3.0,1.0,238.36
8731aa1a3ffffff,0.3889,0.16,1.32,7.0,3.0,0.814,30.0,24.0,7.0,7.0,6.0,0.0,0.0,276.09
873181b55ffffff,0.2222,0.09,1.32,4.0,4.0,0.854,30.0,24.0,8.0,4.0,6.0,0.0,0.0,297.82
8731aa506ffffff,1.0,0.0,1.72,21.0,23.0,0.452,30.0,27.0,5.0,21.0,1.0,0.0,1.0,227.96
8731aa6d4ffffff,0.1111,0.0467,1.08,2.0,0.0,0.555,30.0,18.0,5.0,2.0,9.0,0.0,0.0,525.5
8731aa323ffffff,0.5833,0.38,1.4,10.0,4.0,0.912,30.0,27.0,9.0,10.0,5.0,1.0,1.0,555.26
873181841ffffff,0.2222,0.1133,1.64,4.0,2.0,0.649,27.0,16.0,7.0,4.0,2.0,0.0,0.0,408.87
873181804ffffff,0.4444,0.2033,1.56,8.0,3.0,0.787,30.0,26.0,7.0,8.0,3.0,0.0,0.0,332.64
873185261ffffff,0.3333,0.0,0.92,6.0,6.0,0.685,30.0,26.0,6.0,6.0,11.0,0.0,0.0,701.98
873185249ffffff,0.6944,0.0667,1.48,12.0,12.0,0.756,30.0,27.0,7.0,12.0,4.0,1.0,0.0,422.86
8731818e5ffffff,0.1111,0.0233,1.48,2.0,2.0,0.594,25.0,15.0,6.0,2.0,4.0,0.0,0.0,815.59
8731aa290ffffff,0.1111,0.0,1.72,2.0,1.0,0.272,8.0,4.0,4.0,2.0,1.0,0.0,0.0,434.89
8731aa890ffffff,0.1667,0.0,1.32,3.0,0.0,0.332,16.0,13.0,3.0,3.0,6.0,0.0,0.0,741.26
8731aa72cffffff,0.25,0.0233,1.4,4.0,5.0,0.812,30.0,21.0,7.0,4.0,5.0,1.0,1.0,394.74
8731aa59effffff,1.0,0.69,1.72,17.0,6.0,0.882,30.0,28.0,10.0,17.0,1.0,2.0,0.0,647.97
873181b65ffffff,0.6667,0.54,1.8,12.0,5.0,0.64,30.0,25.0,5.0,12.0,0.0,0.0,0.0,461.72
873181835ffffff,0.7222,0.3367,1.48,13.0,5.0,0.926,30.0,23.0,9.0,13.0,4.0,0.0,0.0,427.57
8731aa1b2ffffff,0.1389,0.0667,1.4,2.0,7.0,0.695,30.0,29.0,6.0,2.0,5.0,1.0,3.0,312.84
873181941ffffff,0.2778,0.3333,1.48,5.0,1.0,0.812,30.0,27.0,7.0,5.0,4.0,0.0,0.0,443.76
8731aa36cffffff,0.5556,0.23,1.56,10.0,3.0,0.861,30.0,25.0,8.0,10.0,3.0,0.0,0.0,248.43
8731aa00bffffff,0.5,0.2467,1.56,9.0,4.0,0.922,30.0,22.0,9.0,9.0,3.0,0.0,0.0,499.16
8731aaaccffffff,1.0,0.09,1.72,23.0,9.0,0.704,30.0,27.0,7.0,23.0,1.0,0.0,0.0,416.85
8731aa75bffffff,0.1667,0.0,1.72,3.0,5.0,0.487,30.0,25.0,5.0,3.0,1.0,0.0,1.0,262.03
8731aace6ffffff,0.0278,0.0,1.48,0.0,0.0,0.232,14.0,7.0,3.0,0.0,4.0,1.0,1.0,812.17
8731aacd4ffffff,0.4167,0.16,1.56,6.0,2.0,0.854,30.0,23.0,8.0,6.0,3.0,3.0,2.0,616.12
8731aa19cffffff,0.5833,0.2667,1.56,10.0,5.0,0.754,30.0,30.0,6.0,10.0,3.0,1.0,0.0,297.83
8731aa0e6ffffff,0.2778,0.18,1.32,5.0,3.0,0.904,30.0,26.0,9.0,5.0,6.0,0.0,0.0,369.07
8731aac1affffff,0.0833,0.0,1.56,1.0,4.0,0.678,30.0,28.0,6.0,1.0,3.0,1.0,1.0,530.87
8731aa074ffffff,0.4444,0.1133,1.72,8.0,6.0,0.856,30.0,22.0,8.0,8.0,1.0,0.0,0.0,797.71
873181b1bffffff,0.6111,0.1833,1.64,11.0,5.0,0.939,30.0,22.0,9.0,11.0,2.0,0.0,0.0,500.95
87318180cffffff,0.75,0.2767,1.4,13.0,5.0,0.872,30.0,27.0,8.0,13.0,5.0,1.0,0.0,568.69
8731aa88dffffff,0.3333,0.29,1.56,5.0,2.0,0.772,30.0,29.0,7.0,5.0,3.0,2.0,2.0,141.94
873181b30ffffff,0.2778,0.1567,1.72,5.0,3.0,0.623,30.0,27.0,7.0,5.0,1.0,0.0,0.0,567.88
8731aa118ffffff,1.0,1.0,1.72,20.0,6.0,0.749,30.0,29.0,7.0,20.0,1.0,1.0,3.0,143.53
8731aa673ffffff,0.1111,0.09,1.8,2.0,0.0,0.282,17.0,5.0,4.0,2.0,0.0,0.0,0.0,889.56
873181871ffffff,0.1389,0.0,1.32,2.0,5.0,0.731,30.0,25.0,6.0,2.0,6.0,1.0,0.0,433.36
8731aa56cffffff,0.4444,0.2033,1.4,8.0,14.0,0.722,30.0,29.0,6.0,8.0,5.0,0.0,1.0,332.58
873181814ffffff,0.2778,0.0467,1.48,5.0,3.0,0.673,28.0,17.0,6.0,5.0,4.0,0.0,0.0,657.9
8731aa675ffffff,0.5556,0.1367,1.4,10.0,6.0,0.865,30.0,23.0,8.0,10.0,5.0,0.0,0.0,372.7
8731aa116ffffff,0.1667,0.0,1.16,3.0,4.0,0.619,24.0,22.0,5.0,3.0,8.0,0.0,0.0,636.67
873181a33ffffff,0.4444,0.2033,1.48,8.0,7.0,0.909,30.0,28.0,8.0,8.0,4.0,0.0,2.0,307.71
8731aa0aeffffff,0.2778,0.2667,1.72,5.0,0.0,0.414,30.0,21.0,4.0,5.0,1.0,0.0,0.0,499.99
8731aa354ffffff,0.3889,0.1367,1.72,7.0,2.0,0.733,20.0,15.0,8.0,7.0,1.0,0.0,0.0,316.92
8731aabb6ffffff,0.2778,0.0667,1.24,5.0,4.0,0.858,30.0,29.0,8.0,5.0,7.0,0.0,2.0,268.23
873185246ffffff,0.3889,0.2,1.72,6.0,4.0,0.714,30.0,27.0,7.0,6.0,1.0,2.0,0.0,839.29
873181a03ffffff,0.0,0.0,1.64,0.0,0.0,0.018,3.0,2.0,1.0,0.0,2.0,0.0,0.0,731.32
8731852d9ffffff,0.0,0.0,1.72,0.0,0.0,0.118,6.0,2.0,2.0,0.0,1.0,0.0,0.0,684.81
873181a2effffff,0.0,0.0,1.64,0.0,1.0,0.227,7.0,6.0,3.0,0.0,2.0,0.0,0.0,761.06
8731aad8affffff,0.5833,0.3167,1.56,10.0,5.0,0.962,30.0,25.0,10.0,10.0,3.0,1.0,0.0,301.82
8731aa318ffffff,0.3889,0.0933,1.56,7.0,3.0,0.717,30.0,21.0,6.0,7.0,3.0,0.0,0.0,583.2
8731aa083ffffff,0.4444,0.0,1.48,8.0,7.0,0.796,26.0,25.0,7.0,8.0,4.0,0.0,0.0,812.12
8731aa611ffffff,0.1111,0.0233,1.72,2.0,1.0,0.727,30.0,23.0,7.0,2.0,1.0,0.0,3.0,321.94
87318112bffffff,0.0556,0.0233,1.8,1.0,2.0,0.232,17.0,7.0,3.0,1.0,0.0,0.0,0.0,792.4
8731aa74effffff,0.2778,0.1567,1.56,5.0,4.0,0.899,30.0,20.0,8.0,5.0,3.0,0.0,0.0,859.45
8731aa14cffffff,0.3333,0.27,1.8,6.0,6.0,0.773,30.0,26.0,7.0,6.0,0.0,0.0,0.0,752.83
873185b72ffffff,0.6111,0.2,1.24,11.0,7.0,0.836,30.0,28.0,7.0,11.0,7.0,0.0,1.0,309.36
8731aacc0ffffff,0.9167,0.6467,1.72,16.0,3.0,0.917,30.0,29.0,10.0,16.0,1.0,1.0,1.0,340.61
8731aa0deffffff,0.25,0.0667,1.8,4.0,3.0,0.634,30.0,26.0,6.0,4.0,0.0,1.0,0.0,815.01
8731aacc6ffffff,0.4167,0.2667,1.64,7.0,2.0,0.703,30.0,22.0,6.0,7.0,2.0,1.0,3.0,284.99
8731aa4c5ffffff,0.3889,0.14,1.48,7.0,2.0,0.856,30.0,24.0,8.0,7.0,4.0,0.0,1.0,493.43
8731a805dffffff,0.0,0.0,1.8,0.0,0.0,0.017,7.0,1.0,1.0,0.0,0.0,0.0,0.0,512.94
8731aac09ffffff,0.5278,0.18,1.72,9.0,7.0,0.849,30.0,27.0,8.0,9.0,1.0,1.0,0.0,624.75
8731aac0bffffff,0.5556,0.0,1.64,10.0,10.0,0.684,30.0,26.0,6.0,10.0,2.0,0.0,0.0,467.76
8731aa30bffffff,0.0556,0.0,1.4,1.0,1.0,0.28,18.0,11.0,3.0,1.0,5.0,0.0,0.0,652.33
8731aa15cffffff,0.2222,0.0,1.56,4.0,3.0,0.541,18.0,12.0,6.0,4.0,3.0,0.0,0.0,826.67
8731aa4d8ffffff,0.4444,0.3333,1.4,8.0,5.0,0.903,30.0,28.0,8.0,8.0,5.0,0.0,4.0,250.29
87318534dffffff,0.3056,0.0467,1.24,5.0,7.0,0.904,30.0,29.0,8.0,5.0,7.0,1.0,1.0,652.81
8731aa583ffffff,0.7222,0.32,1.72,12.0,6.0,0.798,30.0,29.0,7.0,12.0,1.0,2.0,1.0,271.17
8731aa363ffffff,0.1667,0.0,1.32,3.0,3.0,0.752,30.0,22.0,7.0,3.0,6.0,0.0,0.0,415.14
873181865ffffff,0.5833,0.2667,1.72,10.0,1.0,0.82,30.0,28.0,8.0,10.0,1.0,1.0,0.0,199.02
873181989ffffff,0.8333,0.1567,1.64,15.0,14.0,0.868,30.0,28.0,8.0,15.0,2.0,0.0,0.0,730.88
873181856ffffff,0.1667,0.1333,1.48,3.0,1.0,0.666,21.0,18.0,6.0,3.0,4.0,0.0,1.0,928.44
8731aa71bffffff,0.4444,0.07,1.4,8.0,5.0,0.877,27.0,25.0,8.0,8.0,5.0,0.0,0.0,500.89
8731aa783ffffff,0.1389,0.1333,1.56,2.0,2.0,0.682,30.0,30.0,6.0,2.0,3.0,1.0,2.0,334.61
8731aa060ffffff,0.3333,0.07,1.48,6.0,3.0,0.812,28.0,23.0,7.0,6.0,4.0,0.0,0.0,524.49
8731aac6effffff,0.2222,0.09,1.64,4.0,8.0,0.822,19.0,18.0,9.0,4.0,2.0,0.0,0.0,471.87
8731aaca4ffffff,0.0278,0.0,1.56,0.0,1.0,0.629,30.0,23.0,5.0,0.0,3.0,1.0,1.0,387.8
8731aa771ffffff,0.1667,0.0,1.72,3.0,3.0,0.118,8.0,4.0,2.0,3.0,1.0,0.0,1.0,704.87
8731aa490ffffff,0.2778,0.0,0.92,4.0,10.0,0.706,30.0,29.0,6.0,4.0,11.0,2.0,3.0,317.75
87318185affffff,0.1111,0.0,1.8,2.0,2.0,0.241,8.0,6.0,3.0,2.0,0.0,0.0,1.0,550.86
8731818b6ffffff,0.1111,0.0233,1.8,2.0,1.0,0.372,16.0,8.0,5.0,2.0,0.0,0.0,0.0,357.6
8731aa0caffffff,0.3056,0.0,1.8,4.0,27.0,0.312,30.0,29.0,3.0,4.0,0.0,3.0,2.0,162.43
8731aa856ffffff,0.4444,0.1567,1.16,8.0,5.0,0.878,28.0,23.0,9.0,8.0,8.0,0.0,1.0,753.53
8731aa161ffffff,0.6667,0.0233,1.24,12.0,9.0,0.68,27.0,23.0,6.0,12.0,7.0,0.0,0.0,476.52
8731aac92ffffff,0.0,0.0,1.4,0.0,8.0,0.648,30.0,28.0,5.0,0.0,5.0,0.0,1.0,293.95
8731aac49ffffff,0.7222,0.7567,1.72,13.0,0.0,0.813,30.0,27.0,8.0,13.0,1.0,0.0,0.0,455.31
8731aa8d9ffffff,0.8333,0.2467,1.72,15.0,10.0,0.597,30.0,23.0,5.0,15.0,1.0,0.0,0.0,778.6
8731aa71affffff,0.5556,0.4067,1.56,10.0,0.0,0.626,30.0,22.0,5.0,10.0,3.0,0.0,0.0,374.29
8731ab554ffffff,0.3333,0.29,1.72,6.0,1.0,0.592,30.0,25.0,6.0,6.0,1.0,0.0,1.0,309.96
8731aac85ffffff,0.3056,0.09,1.24,5.0,4.0,0.855,30.0,23.0,8.0,5.0,7.0,1.0,1.0,872.74
8731aa122ffffff,0.4167,0.3333,1.08,7.0,4.0,0.872,30.0,26.0,8.0,7.0,9.0,1.0,2.0,417.42
8731aa0c4ffffff,0.2222,0.2233,1.56,4.0,3.0,0.791,30.0,21.0,7.0,4.0,3.0,0.0,0.0,375.21
8731aa574ffffff,1.0,0.0,1.64,18.0,21.0,0.532,30.0,28.0,5.0,18.0,2.0,1.0,3.0,454.76
873181b60ffffff,0.3889,0.27,1.56,7.0,1.0,0.741,30.0,20.0,6.0,7.0,3.0,0.0,0.0,594.04
873181811ffffff,0.4444,0.0,1.64,8.0,8.0,0.851,30.0,25.0,8.0,8.0,2.0,0.0,3.0,251.89
8731aa48cffffff,0.3889,0.29,1.64,7.0,4.0,0.857,30.0,29.0,9.0,7.0,2.0,0.0,0.0,425.8
873185255ffffff,0.6944,0.4467,1.8,12.0,7.0,0.873,30.0,27.0,8.0,12.0,0.0,1.0,0.0,489.21
8731aa4d3ffffff,0.5,0.5333,1.64,9.0,4.0,0.691,30.0,27.0,6.0,9.0,2.0,0.0,0.0,557.33
8731aa7a0ffffff,0.6667,0.4933,1.48,12.0,0.0,0.834,30.0,29.0,7.0,12.0,4.0,0.0,2.0,316.66
873181861ffffff,0.2778,0.0467,1.4,5.0,3.0,0.813,30.0,25.0,7.0,5.0,5.0,0.0,0.0,642.01
8731aa073ffffff,0.2222,0.2667,1.72,4.0,3.0,0.69,30.0,25.0,6.0,4.0,1.0,0.0,0.0,551.52
873181929ffffff,0.1111,0.09,1.24,2.0,1.0,0.763,30.0,19.0,7.0,2.0,7.0,0.0,0.0,612.26
873181853ffffff,0.2222,0.09,1.72,4.0,3.0,0.473,11.0,9.0,6.0,4.0,1.0,0.0,0.0,776.35
87318186dffffff,0.7778,0.36,1.64,14.0,9.0,0.947,30.0,29.0,9.0,14.0,2.0,0.0,1.0,239.99
8731aac6cffffff,0.0833,0.0233,1.56,1.0,0.0,0.248,30.0,8.0,3.0,1.0,3.0,1.0,0.0,589.76
8731ae2aaffffff,0.2778,0.0,1.32,5.0,4.0,0.38,17.0,12.0,4.0,5.0,6.0,0.0,0.0,301.55
8731aa74cffffff,0.7778,0.43,1.8,14.0,7.0,0.899,30.0,28.0,8.0,14.0,0.0,0.0,0.0,407.29
8731aa8abffffff,1.0,0.09,1.56,18.0,7.0,0.841,30.0,26.0,8.0,18.0,3.0,1.0,0.0,799.5
8731aad9bffffff,0.1944,0.0667,1.32,3.0,2.0,0.398,30.0,13.0,4.0,3.0,6.0,1.0,0.0,468.05
8731aac1effffff,0.3056,0.09,1.32,5.0,2.0,0.898,30.0,29.0,10.0,5.0,6.0,1.0,0.0,329.7
8731aa32dffffff,0.1667,0.0233,1.4,2.0,5.0,0.786,30.0,23.0,7.0,2.0,5.0,2.0,2.0,456.82
8731aa668ffffff,0.1111,0.0,1.72,2.0,2.0,0.235,11.0,8.0,3.0,2.0,1.0,0.0,0.0,638.34
8731aac9dffffff,0.1389,0.0667,1.24,2.0,4.0,0.781,30.0,29.0,7.0,2.0,7.0,1.0,3.0,245.18
8731aa150ffffff,0.1667,0.1333,1.48,3.0,0.0,0.595,30.0,20.0,5.0,3.0,4.0,0.0,1.0,346.16
8731aacacffffff,0.5278,0.4233,1.16,9.0,2.0,0.852,30.0,26.0,8.0,9.0,8.0,1.0,4.0,162.3
8731aa7b2ffffff,1.0,1.0,1.64,24.0,2.0,0.544,30.0,30.0,6.0,24.0,2.0,1.0,3.0,147.61
87318536cffffff,0.0556,0.0667,1.8,1.0,0.0,0.205,9.0,6.0,3.0,1.0,0.0,0.0,0.0,680.34
8731abd92ffffff,0.7778,0.6467,1.48,14.0,4.0,0.877,30.0,29.0,8.0,14.0,4.0,0.0,0.0,338.69
873181a13ffffff,0.0556,0.0233,1.56,1.0,10.0,0.657,30.0,23.0,6.0,1.0,3.0,0.0,0.0,825.85
8731aacc8ffffff,0.3056,0.0233,1.48,5.0,5.0,0.893,30.0,29.0,9.0,5.0,4.0,1.0,0.0,645.12
873181d61ffffff,0.4444,0.2033,1.8,8.0,3.0,0.831,27.0,22.0,8.0,8.0,0.0,0.0,0.0,711.64
8731aa49effffff,0.7222,0.6033,1.72,13.0,3.0,0.897,30.0,28.0,9.0,13.0,1.0,0.0,0.0,757.93
8731aacf4ffffff,0.75,0.6233,1.72,13.0,2.0,0.848,30.0,29.0,9.0,13.0,1.0,1.0,1.0,246.8
8731aa725ffffff,0.1944,0.0667,1.64,3.0,8.0,0.743,30.0,30.0,7.0,3.0,2.0,1.0,2.0,187.7
8731aa184ffffff,0.4167,0.2233,1.48,7.0,8.0,0.881,30.0,27.0,8.0,7.0,4.0,1.0,0.0,285.7
8731aa0a1ffffff,0.0,0.0,1.24,0.0,1.0,0.594,30.0,29.0,5.0,0.0,7.0,0.0,0.0,515.67
8731aac88ffffff,0.3056,0.0,1.72,4.0,9.0,0.793,30.0,27.0,7.0,4.0,1.0,3.0,3.0,274.67
8731aaca5ffffff,0.4444,0.38,1.24,7.0,2.0,0.83,30.0,28.0,7.0,7.0,7.0,2.0,0.0,292.47
8731aa7a6ffffff,0.0833,0.0667,1.48,1.0,7.0,0.715,30.0,30.0,6.0,1.0,4.0,1.0,1.0,242.53
8731aa689ffffff,0.2778,0.1133,1.72,5.0,4.0,0.812,30.0,26.0,8.0,5.0,1.0,0.0,0.0,378.73
8731aa684ffffff,0.5556,0.2467,1.8,10.0,5.0,0.709,30.0,21.0,6.0,10.0,0.0,0.0,0.0,456.8
873181a35ffffff,0.0,0.0,1.56,0.0,0.0,0.24,13.0,7.0,3.0,0.0,3.0,0.0,0.0,508.52
8731aa680ffffff,0.3889,0.1833,1.8,7.0,3.0,0.839,30.0,25.0,8.0,7.0,0.0,0.0,0.0,518.44
8731aac9cffffff,0.3611,0.09,1.4,6.0,6.0,0.895,30.0,29.0,9.0,6.0,5.0,1.0,1.0,417.8
8731aa104ffffff,0.5,0.14,1.48,9.0,4.0,0.738,29.0,22.0,6.0,9.0,4.0,0.0,0.0,343.64
8731aacedffffff,0.5,0.3167,1.4,9.0,5.0,0.901,30.0,27.0,8.0,9.0,5.0,0.0,0.0,737.3
8731aaa99ffffff,0.3889,0.1133,1.8,7.0,5.0,0.86,30.0,21.0,8.0,7.0,0.0,0.0,0.0,479.96
8731aaacaffffff,0.3889,0.09,1.72,7.0,8.0,0.735,30.0,27.0,7.0,7.0,1.0,0.0,0.0,442.9
873181944ffffff,0.2222,0.18,1.56,4.0,3.0,0.818,30.0,25.0,7.0,4.0,3.0,0.0,0.0,314.63
8731aa4cdffffff,0.1111,0.0,1.08,2.0,3.0,0.685,30.0,20.0,6.0,2.0,9.0,0.0,2.0,790.03
8731aa0acffffff,0.1944,0.0667,0.92,3.0,7.0,0.808,30.0,27.0,8.0,3.0,11.0,1.0,2.0,281.87
8731aa686ffffff,0.5,0.3367,1.64,9.0,2.0,0.747,25.0,21.0,6.0,9.0,2.0,0.0,0.0,756.1
8731aa4ddffffff,0.7778,0.5333,1.64,14.0,3.0,0.896,30.0,26.0,9.0,14.0,2.0,0.0,0.0,270.03
8731aa8d5ffffff,0.3611,0.2233,1.56,6.0,3.0,0.947,30.0,28.0,10.0,6.0,3.0,1.0,0.0,569.37
8731aace9ffffff,0.75,0.0,1.56,13.0,14.0,0.658,30.0,25.0,6.0,13.0,3.0,1.0,2.0,674.88
8731aa08cffffff,0.1111,0.0667,1.64,2.0,2.0,0.437,30.0,7.0,6.0,2.0,2.0,0.0,0.0,384.71
8731aa19effffff,0.2222,0.0,1.08,4.0,5.0,0.723,30.0,25.0,6.0,4.0,9.0,0.0,2.0,401.04
8731aa372ffffff,0.1667,0.09,1.64,3.0,3.0,0.758,30.0,26.0,9.0,3.0,2.0,0.0,0.0,286.21
8731aa78cffffff,0.5556,0.49,1.4,10.0,4.0,0.814,30.0,25.0,7.0,10.0,5.0,0.0,2.0,794.54
873181b58ffffff,0.2222,0.1133,1.56,4.0,1.0,0.529,18.0,11.0,6.0,4.0,3.0,0.0,0.0,640.79
8731aa10effffff,0.1111,0.0,1.32,2.0,5.0,0.714,30.0,26.0,6.0,2.0,6.0,0.0,0.0,519.38
8731aa376ffffff,0.3333,0.09,1.64,6.0,4.0,0.792,30.0,22.0,7.0,6.0,2.0,0.0,0.0,632.45
8731aaa8affffff,0.25,0.1333,1.48,4.0,7.0,0.835,30.0,24.0,7.0,4.0,4.0,1.0,0.0,329.86
8731aa0f2ffffff,0.3889,0.2933,1.56,7.0,3.0,0.796,30.0,29.0,7.0,7.0,3.0,0.0,0.0,275.79
8731aacf2ffffff,0.3889,0.2467,1.56,6.0,9.0,0.876,30.0,24.0,8.0,6.0,3.0,2.0,2.0,510.18
8731aa799ffffff,0.0,0.0,1.48,0.0,1.0,0.65,30.0,27.0,6.0,0.0,4.0,0.0,1.0,244.69
8731aa0f6ffffff,0.3056,0.16,1.56,5.0,0.0,0.72,30.0,25.0,6.0,5.0,3.0,1.0,0.0,564.47
8731aa4b2ffffff,0.1667,0.0,1.4,2.0,6.0,0.629,30.0,29.0,5.0,2.0,5.0,2.0,0.0,470.13
8731aa106ffffff,0.4444,0.18,1.56,8.0,5.0,0.876,30.0,26.0,8.0,8.0,3.0,0.0,0.0,490.78
8731aa364ffffff,0.3333,0.1833,1.64,6.0,0.0,0.704,30.0,23.0,6.0,6.0,2.0,0.0,0.0,385.38
8731aa086ffffff,0.2222,0.07,1.56,4.0,8.0,0.812,30.0,25.0,7.0,4.0,3.0,0.0,0.0,663.98
8731aacb6ffffff,0.7778,0.4667,1.48,13.0,7.0,0.867,30.0,23.0,8.0,13.0,4.0,2.0,0.0,467.06
8731aa02cffffff,0.5833,0.5567,1.72,10.0,1.0,0.727,30.0,23.0,7.0,10.0,1.0,1.0,0.0,691.56
8731aa072ffffff,0.7778,0.1567,1.64,14.0,6.0,0.902,30.0,23.0,9.0,14.0,2.0,0.0,0.0,627.18
873185b09ffffff,0.2778,0.1333,1.8,5.0,6.0,0.776,30.0,25.0,7.0,5.0,0.0,0.0,0.0,380.57
873181b6dffffff,0.2222,0.1133,1.24,4.0,3.0,0.873,30.0,24.0,8.0,4.0,7.0,0.0,0.0,657.57
8731aa075ffffff,0.7778,0.2767,1.72,14.0,2.0,0.839,30.0,24.0,8.0,14.0,1.0,0.0,0.0,296.1
8731aa151ffffff,0.3889,0.18,1.8,7.0,3.0,0.524,19.0,14.0,5.0,7.0,0.0,0.0,0.0,636.67
8731aa185ffffff,0.1944,0.0,1.16,3.0,2.0,0.698,30.0,30.0,6.0,3.0,8.0,1.0,1.0,271.21
8731aa19bffffff,0.4444,0.0,1.16,7.0,7.0,0.417,30.0,19.0,3.0,7.0,8.0,2.0,1.0,543.23
8731aa72bffffff,1.0,0.0,1.4,23.0,24.0,0.381,30.0,30.0,4.0,23.0,5.0,0.0,1.0,543.51
8731aa088ffffff,0.3333,0.0467,1.56,6.0,9.0,0.727,30.0,27.0,6.0,6.0,3.0,0.0,0.0,759.4
8731aa782ffffff,0.8611,0.58,1.72,15.0,8.0,0.907,30.0,30.0,9.0,15.0,1.0,1.0,2.0,207.07
8731aa008ffffff,0.1111,0.0233,1.48,2.0,4.0,0.827,30.0,28.0,8.0,2.0,4.0,0.0,1.0,321.35
8731aa32cffffff,0.2778,0.1567,1.48,5.0,3.0,0.912,30.0,24.0,9.0,5.0,4.0,0.0,0.0,724.27
8731aa72dffffff,0.1944,0.0,1.4,3.0,2.0,0.611,30.0,21.0,5.0,3.0,5.0,1.0,2.0,289.58
873181b50ffffff,0.1667,0.0,1.72,3.0,2.0,0.309,9.0,7.0,4.0,3.0,1.0,0.0,0.0,442.11
8731aaad3ffffff,0.5278,0.3567,1.64,9.0,3.0,0.492,18.0,13.0,5.0,9.0,2.0,1.0,0.0,670.87
8731aa512ffffff,0.5278,0.3333,1.72,8.0,4.0,0.801,30.0,21.0,7.0,8.0,1.0,3.0,1.0,492.55
8731aa018ffffff,0.3333,0.1133,1.4,6.0,3.0,0.893,30.0,30.0,9.0,6.0,5.0,0.0,0.0,262.59
8731aa000ffffff,0.6944,0.1133,1.64,12.0,9.0,0.928,30.0,28.0,9.0,12.0,2.0,1.0,2.0,441.73
8731aac8affffff,0.3056,0.29,1.64,5.0,2.0,0.703,30.0,24.0,6.0,5.0,2.0,1.0,3.0,207.63
8731aa448ffffff,0.0278,0.0,1.8,0.0,10.0,0.39,30.0,30.0,3.0,0.0,0.0,1.0,1.0,197.79
87318180dffffff,0.5833,0.27,1.64,10.0,6.0,0.942,30.0,28.0,9.0,10.0,2.0,1.0,0.0,682.03
8731aa795ffffff,0.0278,0.0,0.92,0.0,0.0,0.482,30.0,17.0,5.0,0.0,11.0,1.0,1.0,966.81
8731852dbffffff,0.3889,0.18,1.24,7.0,3.0,0.896,30.0,23.0,8.0,7.0,7.0,0.0,0.0,723.97
8731aa4caffffff,0.1667,0.0,1.72,3.0,5.0,0.884,30.0,26.0,8.0,3.0,1.0,0.0,0.0,661.72
8731aa06dffffff,0.2222,0.0233,1.32,4.0,3.0,0.722,30.0,25.0,6.0,4.0,6.0,0.0,0.0,580.66
873181845ffffff,0.4444,0.1167,1.32,8.0,3.0,0.666,30.0,25.0,5.0,8.0,6.0,0.0,0.0,681.73
8731a8483ffffff,0.5,0.07,1.48,9.0,2.0,0.673,24.0,17.0,6.0,9.0,4.0,0.0,0.0,397.83
873181b62ffffff,0.6667,0.45,1.4,12.0,3.0,0.93,30.0,28.0,9.0,12.0,5.0,0.0,0.0,550.9
8731aaaddffffff,0.2778,0.16,1.72,5.0,2.0,0.793,30.0,24.0,7.0,5.0,1.0,0.0,0.0,559.21
873181969ffffff,0.6667,0.0667,1.4,12.0,15.0,0.852,30.0,29.0,8.0,12.0,5.0,0.0,0.0,572.0
8731ae6b4ffffff,0.1111,0.0,1.72,2.0,1.0,0.406,30.0,9.0,5.0,2.0,1.0,0.0,0.0,528.01
873181918ffffff,0.2778,0.1133,1.48,5.0,3.0,0.885,30.0,25.0,8.0,5.0,4.0,0.0,1.0,495.27
8731aace5ffffff,0.8611,0.2667,1.72,15.0,8.0,0.805,30.0,29.0,7.0,15.0,1.0,1.0,1.0,158.84
8731aa00cffffff,0.1111,0.09,1.8,2.0,2.0,0.731,30.0,26.0,7.0,2.0,0.0,0.0,1.0,442.82
87318524dffffff,0.9167,0.1333,1.72,16.0,15.0,0.739,30.0,30.0,7.0,16.0,1.0,1.0,3.0,147.62
873181b44ffffff,0.1667,0.0233,1.8,3.0,3.0,0.426,17.0,13.0,5.0,3.0,0.0,0.0,0.0,733.19
