spatial_unit,centroid_lng,centroid_lat,province,city,district,adcode,township,street,business_area,nearest_aoi,nearest_poi,formatted_address,zone,borough,display_name,name_source,name_confidence,regeo_status,regeo_info
8731aa781ffffff,116.5864803,39.7528372,北京市,北京市,通州区,110112,马驹桥镇,融商四路,,北京经济技术开发区,北京经济技术开发区,北京市通州区马驹桥镇四凤路北京经济技术开发区,通州区 · 马驹桥镇,通州区,通州区 · 马驹桥镇,township,high,1,OK
8731aa4aaffffff,116.2833718,39.7726304,北京市,北京市,大兴区,110115,黄村镇,京良路,,狼垡城市森林公园,狼垡城市森林公园,北京市大兴区黄村镇狼垡立交桥狼垡城市森林公园,大兴区 · 黄村镇,大兴区,大兴区 · 黄村镇,township,high,1,OK
8731aa4e5ffffff,116.4171085,39.8226057,北京市,北京市,丰台区,110106,和义街道,庑殿路,,,北京友康中西医结合医院,北京市丰台区和义街道康家苑·康养中心,丰台区 · 和义街道,丰台区,丰台区 · 和义街道,township,high,1,OK
8731aaceaffffff,116.4248702,40.1296977,北京市,北京市,昌平区,110114,北七家镇,天权路,,金融街金色漫香苑,金融街金色漫香苑,北京市昌平区北七家镇金色漫香苑金融街金色漫香苑,昌平区 · 北七家镇,昌平区,昌平区 · 北七家镇,township,high,1,OK
8731aa4dcffffff,116.3994331,39.7205688,北京市,北京市,大兴区,110115,黄村镇,海鑫北路,,孙村公园,大兴新兴家园西区,北京市大兴区黄村镇孙薄路孙村公园,大兴区 · 黄村镇,大兴区,大兴区 · 黄村镇,township,high,1,OK
8731aa5b6ffffff,116.1098965,39.8934432,北京市,北京市,门头沟区,110109,永定镇,冯石环路,,石门营文化公园,石门营文化公园,北京市门头沟区永定镇龙林路石门营文化公园,门头沟区 · 永定镇,门头沟区,门头沟区 · 永定镇,township,high,1,OK
8731aa10bffffff,116.7105360,40.1941913,北京市,北京市,顺义区,110113,北小营镇,后礼务三街,,后礼务村村民委员会,后礼务村村民委员会,北京市顺义区北小营镇后礼务村四街后礼务村村民委员会,顺义区 · 北小营镇,顺义区,顺义区 · 北小营镇,township,high,1,OK
8731aa58cffffff,116.2325213,39.8754065,北京市,北京市,丰台区,110106,卢沟桥街道,张仪村路,,,中胜口腔门诊部,北京市丰台区卢沟桥街道张仪村路11号,丰台区 · 卢沟桥街道,丰台区,丰台区 · 卢沟桥街道,township,high,1,OK
8731aa0a9ffffff,116.6800601,40.0240993,北京市,北京市,顺义区,110113,李桥镇,通顺路,,宝隆艺园陶瓷展览展示中心,宝隆艺园陶瓷展览展示中心,北京市顺义区李桥镇张辛路宝隆艺园陶瓷展览展示中心,顺义区 · 李桥镇,顺义区,顺义区 · 李桥镇,township,high,1,OK
873181b23ffffff,116.3113085,39.6701864,北京市,北京市,大兴区,110115,天宫院街道,思邈路,,北京同仁堂科技发展股份有限公司大兴分厂,北京同仁堂科技发展股份有限公司大兴分厂,北京市大兴区天宫院街道天荣大街北京同仁堂科技发展股份有限公司大兴分厂,大兴区 · 天宫院街道,大兴区,大兴区 · 天宫院街道,township,high,1,OK
8731aa4d1ffffff,116.3767636,39.7207590,北京市,北京市,大兴区,110115,天宫院街道,黄马路,,北欧家俱,北欧家俱,北京市大兴区天宫院街道黄马路22号北欧家俱,大兴区 · 天宫院街道,大兴区,大兴区 · 天宫院街道,township,high,1,OK
8731aa154ffffff,116.7477393,40.2106938,北京市,北京市,顺义区,110113,北小营镇,正兴街,,,上辇村村民委员会,北京市顺义区北小营镇上东路,顺义区 · 北小营镇,顺义区,顺义区 · 北小营镇,township,high,1,OK
873181949ffffff,116.1638667,39.7393881,北京市,北京市,房山区,110111,拱辰街道,阳光北大街,,观山源墅,韩建大厦,北京市房山区拱辰街道多宝路观山源墅,房山区 · 拱辰街道,房山区,房山区 · 拱辰街道,township,high,1,OK
8731aa585ffffff,116.2012138,39.8927388,北京市,北京市,石景山区,110107,八角街道,京原路,,,衙府居园,北京市石景山区八角街道景瑞北路,石景山区 · 八角街道,石景山区,石景山区 · 八角街道,township,high,1,OK
8731aa4adffffff,116.3119348,39.8064978,北京市,北京市,丰台区,110106,花乡街道,樊羊路,,,郭公庄村,北京市丰台区花乡街道樊羊路604号,丰台区 · 花乡街道,丰台区,丰台区 · 花乡街道,township,high,1,OK
8731aa0c2ffffff,116.7502804,39.9720673,北京市,北京市,通州区,110112,宋庄镇,,,,北寺庄村,北京市通州区宋庄镇任港路,通州区 · 宋庄镇,通州区,通州区 · 宋庄镇,township,high,1,OK
8731aa6a6ffffff,116.5970954,39.6847311,北京市,北京市,大兴区,110115,长子营镇,长西路,,,长子营镇人民政府,北京市大兴区长子营镇李长路,大兴区 · 长子营镇,大兴区,大兴区 · 长子营镇,township,high,1,OK
873181875ffffff,116.1069037,39.6715069,北京市,北京市,房山区,110111,窦店镇,亚新路,,,亚新一里,北京市房山区窦店镇粮站路,房山区 · 窦店镇,房山区,房山区 · 窦店镇,township,high,1,OK
8731aa0a0ffffff,116.6035801,40.0421406,北京市,北京市,顺义区,110113,天竺镇,岗山路,,,凯睿家园,北京市顺义区天竺镇北京市天竺林业开发公司,顺义区 · 天竺镇,顺义区,顺义区 · 天竺镇,township,high,1,OK
8731aa066ffffff,116.8407767,40.1580957,北京市,北京市,顺义区,110113,杨镇,杨镇东大街,,北京彼欧英瑞杰汽车系统有限公司,北京彼欧英瑞杰汽车系统有限公司,北京市顺义区杨镇北京彼欧英瑞杰汽车系统有限公司,顺义区 · 杨镇,顺义区,顺义区 · 杨镇,township,high,1,OK
8731aaa9affffff,116.9541710,40.1562591,北京市,北京市,顺义区,110113,张镇,贾李路,,,虫王庙村,北京市顺义区张镇北营环村路,顺义区 · 张镇,顺义区,顺义区 · 张镇,township,high,1,OK
873181958ffffff,116.0898497,39.7057212,北京市,北京市,房山区,110111,阎村镇,紫园南路,,,北京市房山区阎村镇中心卫生院,北京市房山区阎村镇梨园逸景,房山区 · 阎村镇,房山区,房山区 · 阎村镇,township,high,1,OK
8731aacc2ffffff,116.3732648,40.0961100,北京市,北京市,昌平区,110114,东小口镇,北清路,,未来科学城(建设中),平西府村,北京市昌平区东小口镇小辛庄村211号公寓未来科学城(建设中),昌平区 · 东小口镇,昌平区,昌平区 · 东小口镇,township,high,1,OK
8731aa0d8ffffff,116.7668071,39.9378095,北京市,北京市,通州区,110112,宋庄镇,白师路,,北京市白庙南综合检查站,北京市白庙南综合检查站,北京市通州区宋庄镇北京市白庙南综合检查站,通州区 · 宋庄镇,通州区,通州区 · 宋庄镇,township,high,1,OK
873185240ffffff,116.1271322,39.9959049,北京市,北京市,门头沟区,110109,军庄镇,,,,香峪观光园,北京市门头沟区军庄镇杨香路,门头沟区 · 军庄镇,门头沟区,门头沟区 · 军庄镇,township,high,1,OK
8731aa533ffffff,116.2414550,39.9949048,北京市,北京市,海淀区,110108,四季青镇,丰户营路,,,红门村,北京市海淀区四季青镇丰户营路,海淀区 · 四季青镇,海淀区,海淀区 · 四季青镇,township,high,1,OK
873181800ffffff,115.9874198,39.6379770,北京市,北京市,房山区,110111,石楼镇,二站大街,,,北京市广渠门中学房山分校,北京市房山区石楼镇石楼路,房山区 · 石楼镇,房山区,房山区 · 石楼镇,township,high,1,OK
8731aa01bffffff,116.7171474,40.0406375,北京市,北京市,顺义区,110113,李桥镇,李堡路,,沿河市场,沿河市场,北京市顺义区李桥镇窗帘壁纸沿河市场,顺义区 · 李桥镇,顺义区,顺义区 · 李桥镇,township,high,1,OK
8731aa4acffffff,116.2891959,39.8066866,北京市,北京市,丰台区,110106,花乡街道,葆台路,,融园,融园,北京市丰台区花乡街道葆台北路融园,丰台区 · 花乡街道,丰台区,丰台区 · 花乡街道,township,high,1,OK
873181951ffffff,116.0585281,39.7229642,北京市,北京市,房山区,110111,阎村镇,,,,北京市房山区良乡第五中学,北京市房山区阎村镇大件路,房山区 · 阎村镇,房山区,房山区 · 阎村镇,township,high,1,OK
8731aa153ffffff,116.7643458,40.1763240,北京市,北京市,顺义区,110113,南彩镇,黄望路,,,望渠治安,北京市顺义区南彩镇北京龙盛天勤环保科技有限公司,顺义区 · 南彩镇,顺义区,顺义区 · 南彩镇,township,high,1,OK
8731aa62bffffff,116.7814371,39.7676364,北京市,北京市,通州区,110112,漷县镇,漷永路,,天海工业,天海工业,北京市通州区漷县镇漷小路辅路天海工业,通州区 · 漷县镇,通州区,通州区 · 漷县镇,township,high,1,OK
873185251ffffff,116.0985036,39.9619224,北京市,北京市,门头沟区,110109,龙泉镇,新桥大街,,,门头沟区护路联防,北京市门头沟区龙泉镇石担路,门头沟区 · 龙泉镇,门头沟区,门头沟区 · 龙泉镇,township,high,1,OK
873181b66ffffff,116.4388445,39.6861936,北京市,北京市,大兴区,110115,魏善庄镇,,,,查家马坊村,北京市大兴区魏善庄镇王查路,大兴区 · 魏善庄镇,大兴区,大兴区 · 魏善庄镇,township,high,1,OK
8731aa794ffffff,116.5043144,39.7366439,北京市,北京市,大兴区,110115,瀛海镇,博兴路,,北京经济技术开发区,北京经济技术开发区,北京市大兴区瀛海镇黄马路北京经济技术开发区,大兴区 · 瀛海镇,大兴区,大兴区 · 瀛海镇,township,high,1,OK
873181864ffffff,116.1353727,39.7054528,北京市,北京市,房山区,110111,良乡镇,白杨西路,,,良乡镇富庄村综合文化室,北京市房山区良乡镇良乡镇富庄村综合文化室,房山区 · 良乡镇,房山区,房山区 · 良乡镇,township,high,1,OK
8731aa1b0ffffff,116.4933465,40.1288650,北京市,北京市,顺义区,110113,高丽营镇,S11京承高速,,春晖园温泉度假村,春晖园温泉度假村,北京市顺义区高丽营镇春晖园温泉度假村,顺义区 · 高丽营镇,顺义区,顺义区 · 高丽营镇,township,high,1,OK
873181863ffffff,116.1523843,39.6712441,北京市,北京市,房山区,110111,良乡镇,京深路,,,腾达钢材,北京市房山区良乡镇京深路,房山区 · 良乡镇,房山区,房山区 · 良乡镇,township,high,1,OK
873181960ffffff,116.0841749,39.8081879,北京市,北京市,房山区,110111,青龙湖镇,文林北街,,北湖壹号,北湖壹号,北京市房山区青龙湖镇北湖壹号(北门),房山区 · 青龙湖镇,房山区,房山区 · 青龙湖镇,township,high,1,OK
8731aa0b0ffffff,116.5520896,40.0086723,北京市,北京市,朝阳区,110105,金盏乡,长店大街,,金盏嘉园C区,金盏嘉园C区,北京市朝阳区金盏乡金盏嘉园(C区)金盏嘉园C区,朝阳区 · 金盏乡,朝阳区,朝阳区 · 金盏乡,township,high,1,OK
8731aa733ffffff,116.6188219,39.8715814,北京市,北京市,朝阳区,110105,黑庄户乡,双桥东路,,,定辛庄东村文化活动中心,北京市朝阳区黑庄户乡慧宁别院,朝阳区 · 黑庄户乡,朝阳区,朝阳区 · 黑庄户乡,township,high,1,OK
8731aa186ffffff,116.5245566,40.1113962,北京市,北京市,顺义区,110113,后沙峪镇,双裕北街,,阿凯笛亚庄园,阿凯笛亚庄园,北京市顺义区后沙峪镇安富街阿凯笛亚庄园,顺义区 · 后沙峪镇,顺义区,顺义区 · 后沙峪镇,township,high,1,OK
8731aa4c1ffffff,116.4279918,39.7543712,北京市,北京市,大兴区,110115,瀛海镇,瀛安街,,星光里星筑北区,星光里星筑北区,北京市大兴区瀛海镇星光里星筑北区,大兴区 · 瀛海镇,大兴区,大兴区 · 瀛海镇,township,high,1,OK
8731aa109ffffff,116.7249779,40.2110398,北京市,北京市,顺义区,110113,北小营镇,昌金路,,水色时光花园北区一区,水色时光花园北区一区,北京市顺义区北小营镇水色时光花园(北区)水色时光花园北区一区,顺义区 · 北小营镇,顺义区,顺义区 · 北小营镇,township,high,1,OK
8731aa520ffffff,116.2844816,40.0457703,北京市,北京市,海淀区,110108,马连洼街道,西北旺路,,西北旺东路10号院东区,西北旺东路10号院东区,北京市海淀区马连洼街道云科路西北旺东路10号院东区,海淀区 · 马连洼街道,海淀区,海淀区 · 马连洼街道,township,high,1,OK
8731aa020ffffff,116.7044257,40.1601574,北京市,北京市,顺义区,110113,南彩镇,普光路,,,祥云牧场(北京)有限公司,北京市顺义区南彩镇南丰路,顺义区 · 南彩镇,顺义区,顺义区 · 南彩镇,township,high,1,OK
8731aa0d2ffffff,116.6988828,39.9386972,北京市,北京市,通州区,110112,潞邑街道,潞邑西路,,1988国际体育小镇,1988国际体育小镇,北京市通州区潞邑街道潞邑二路1988国际体育小镇,通州区 · 潞邑街道,通州区,通州区 · 潞邑街道,township,high,1,OK
8731aa7b0ffffff,116.5102606,39.7706195,北京市,北京市,大兴区,110115,博兴街道,凉水河二街,,北京科技职业大学,北京科技职业大学,北京市大兴区博兴街道北京科技职业大学经济管理学院,大兴区 · 博兴街道,大兴区,大兴区 · 博兴街道,township,high,1,OK
8731aa56dffffff,116.5125759,40.0432650,北京市,北京市,朝阳区,110105,崔各庄乡,顺白路,,康营家园四期,康营家园四期,北京市朝阳区崔各庄乡香榆街康营家园四期,朝阳区 · 崔各庄乡,朝阳区,朝阳区 · 崔各庄乡,township,high,1,OK
8731aa08affffff,116.6452453,39.9564016,北京市,北京市,通州区,110112,宋庄镇,安北一路,,,北京鑫逸文化传媒有限公司,北京市通州区宋庄镇温榆河左堤路,通州区 · 宋庄镇,通州区,通州区 · 宋庄镇,township,high,1,OK
8731aa15bffffff,116.8180726,40.1584501,北京市,北京市,顺义区,110113,杨镇,老庄户西街,,北京城市学院顺义校区,北京城市学院顺义校区,北京市顺义区杨镇北京城市学院顺义校区6号宿舍楼,顺义区 · 杨镇,顺义区,顺义区 · 杨镇,township,high,1,OK
873181b28ffffff,116.3566417,39.6698450,北京市,北京市,大兴区,110115,黄村镇,魏永路,,,中关村(大兴)国际氢能示范区B区,北京市大兴区黄村镇丰顺街,大兴区 · 黄村镇,大兴区,大兴区 · 黄村镇,township,high,1,OK
8731aacd5ffffff,116.3504190,40.0963627,北京市,北京市,昌平区,110114,东小口镇,龙锦一街,,未来科学城(建设中),未来科学城(建设中),北京市昌平区东小口镇平西府车辆段大修厂(西门)未来科学城(建设中),昌平区 · 东小口镇,昌平区,昌平区 · 东小口镇,township,high,1,OK
8731aac59ffffff,116.5137429,40.1798582,北京市,北京市,顺义区,110113,高丽营镇,新民路,,,七粹文化创意产业园,北京市顺义区高丽营镇北高路,顺义区 · 高丽营镇,顺义区,顺义区 · 高丽营镇,township,high,1,OK
8731aa182ffffff,116.5329512,40.0942183,北京市,北京市,顺义区,110113,空港街道,安祥大街,,中粮·祥云国际生活区北区,中粮·祥云国际生活区北区,北京市顺义区空港街道中粮·祥云国际生活区(北区)中粮·祥云国际生活区北区,顺义区 · 空港街道,顺义区,顺义区 · 空港街道,township,high,1,OK
8731aa711ffffff,116.6354384,39.8373542,北京市,北京市,通州区,110112,台湖镇,铺外四路,,台湖学校,台湖学校,北京市通州区台湖镇铺外四路台湖学校,通州区 · 台湖镇,通州区,通州区 · 台湖镇,township,high,1,OK
8731aa524ffffff,116.2759788,40.0629522,北京市,北京市,海淀区,110108,西北旺镇,土井村路,,盛景创业园小区,盛景创业园小区,北京市海淀区西北旺镇友谊路盛景创业园小区,海淀区 · 西北旺镇,海淀区,海淀区 · 西北旺镇,township,high,1,OK
8731aa511ffffff,116.2584635,39.9605731,北京市,北京市,海淀区,110108,四季青镇,西冉北街,,,西冉村,北京市海淀区四季青镇北京市公安局海淀分局四季青派出所第二社区警务工作站,海淀区 · 四季青镇,海淀区,海淀区 · 四季青镇,township,high,1,OK
8731aa093ffffff,116.5628095,39.9403562,北京市,北京市,朝阳区,110105,平房乡,石各庄路,,,长久大厦,北京市朝阳区平房乡石各庄路,朝阳区 · 平房乡,朝阳区,朝阳区 · 平房乡,township,high,1,OK
873181840ffffff,116.1466537,39.6371844,北京市,北京市,房山区,110111,窦店镇,房窑路,,,寅明程-田园风光,北京市房山区窦店镇良常路,房山区 · 窦店镇,房山区,房山区 · 窦店镇,township,high,1,OK
8731aa0dcffffff,116.7585470,39.9549361,北京市,北京市,通州区,110112,宋庄镇,,,,任庄工业园,北京市通州区宋庄镇潮白河绿道,通州区 · 宋庄镇,通州区,通州区 · 宋庄镇,township,high,1,OK
8731aa736ffffff,116.5878359,39.8889631,北京市,北京市,朝阳区,110105,黑庄户乡,广渠路,,,瑞天绿色创业园,北京市朝阳区黑庄户乡广渠路421号,朝阳区 · 黑庄户乡,朝阳区,朝阳区 · 黑庄户乡,township,high,1,OK
8731aa32bffffff,117.0836445,40.1200133,北京市,北京市,平谷区,110117,平谷镇,西鹿角东路,,北京市平谷区第七小学,北京市平谷区第七小学,北京市平谷区平谷镇北京龙宇和顺建筑有限公司北京市平谷区第七小学,平谷区 · 平谷镇,平谷区,平谷区 · 平谷镇,township,high,1,OK
8731aa596ffffff,116.1127148,39.8421607,北京市,北京市,丰台区,110106,王佐镇,沙羊路,,,北京恒美华业商贸有限公司,北京市丰台区王佐镇沙羊路,丰台区 · 王佐镇,丰台区,丰台区 · 王佐镇,township,high,1,OK
8731aacdbffffff,116.3986329,40.0445724,北京市,北京市,昌平区,110114,天通苑南街道,陈家营西路,,奥北森林公园,佳运园1区,北京市昌平区天通苑南街道陈家营西路奥北森林公园,昌平区 · 天通苑南街道,昌平区,昌平区 · 天通苑南街道,township,high,1,OK
8731aace0ffffff,116.3850977,40.1643597,北京市,北京市,昌平区,110114,小汤山镇,秦上路,,,官牛坊公园,北京市昌平区小汤山镇北京保畅小汤山停车场,昌平区 · 小汤山镇,昌平区,昌平区 · 小汤山镇,township,high,1,OK
8731aa706ffffff,116.6414709,39.8713173,北京市,北京市,通州区,110112,梨园镇,九棵树西路,,通大家园,通大家园,北京市通州区梨园镇通大家园,通州区 · 梨园镇,通州区,通州区 · 梨园镇,township,high,1,OK
8731aa594ffffff,116.1269941,39.8591431,北京市,北京市,丰台区,110106,北宫镇,大灰厂东路,,,枫林路,北京市丰台区北宫镇北宫森林公园,丰台区 · 北宫镇,丰台区,丰台区 · 北宫镇,township,high,1,OK
8731aa44dffffff,116.5734991,39.8720965,北京市,北京市,朝阳区,110105,豆各庄乡,郎辛庄路,,禾丰家园,禾丰家园,北京市朝阳区豆各庄乡于家围路禾丰家园,朝阳区 · 豆各庄乡,朝阳区,朝阳区 · 豆各庄乡,township,high,1,OK
8731aa514ffffff,116.2271254,39.9779441,北京市,北京市,海淀区,110108,四季青镇,门头馨园路,,门头馨园,门头馨园,北京市海淀区四季青镇门头馨园东区(南门),海淀区 · 四季青镇,海淀区,海淀区 · 四季青镇,township,high,1,OK
8731aa111ffffff,116.6194152,40.1955087,北京市,北京市,顺义区,110113,赵全营镇,南陈路,,,北京富源泉建设发展有限公司,北京市顺义区赵全营镇北京富源泉建设发展有限公司,顺义区 · 赵全营镇,顺义区,顺义区 · 赵全营镇,township,high,1,OK
8731aa1a6ffffff,116.5221538,40.1626636,北京市,北京市,顺义区,110113,高丽营镇,天北路,,,北京通富建筑器材租赁有限公司,北京市顺义区高丽营镇高张路,顺义区 · 高丽营镇,顺义区,顺义区 · 高丽营镇,township,high,1,OK
8731aa08bffffff,116.6679224,39.9561171,北京市,北京市,通州区,110112,永顺镇,壁富路,,,小中河桥,北京市通州区永顺镇潞苑北大街,通州区 · 永顺镇,通州区,通州区 · 永顺镇,township,high,1,OK
8731aa629ffffff,116.7957661,39.7844439,北京市,北京市,通州区,110112,漷县镇,漷兴一街,,,小野之家宠物露营基地,北京市通州区漷县镇小野之家宠物露营基地,通州区 · 漷县镇,通州区,通州区 · 漷县镇,township,high,1,OK
8731aa505ffffff,116.3014668,40.0114201,北京市,北京市,海淀区,110108,青龙桥街道,清华西路,,圆明园遗址公园,圆明园-福海景区,北京市海淀区青龙桥街道福海圆明园遗址公园,海淀区 · 青龙桥街道,海淀区,海淀区 · 青龙桥街道,township,high,1,OK
8731aa0e5ffffff,116.7769194,40.0568332,北京市,北京市,顺义区,110113,李遂镇,东校路,,,多肉植物基地,北京市顺义区李遂镇多肉植物基地,顺义区 · 李遂镇,顺义区,顺义区 · 李遂镇,township,high,1,OK
8731aa146ffffff,116.7849451,40.2271773,北京市,北京市,顺义区,110113,木林镇,红领中街,,,蒋各庄村,北京市顺义区木林镇陈马路,顺义区 · 木林镇,顺义区,顺义区 · 木林镇,township,high,1,OK
8731aa598ffffff,116.1896541,39.8245291,北京市,北京市,丰台区,110106,长辛店街道,,,,连山岗,北京市丰台区长辛店街道北京液化气(南门),丰台区 · 长辛店街道,丰台区,丰台区 · 长辛店街道,township,high,1,OK
8731aac9affffff,116.2158910,40.0464362,北京市,北京市,海淀区,110108,温泉镇,冷泉路,,,太舟坞桥,北京市海淀区温泉镇画眉山路,海淀区 · 温泉镇,海淀区,海淀区 · 温泉镇,township,high,1,OK
8731aa18effffff,116.5785007,40.0936384,北京市,北京市,朝阳区,110105,首都机场街道,货运北路,,北京首都国际机场,北京首都国际机场,北京市朝阳区首都机场街道北京首都航空有限公司北京首都国际机场,朝阳区 · 首都机场街道,朝阳区,朝阳区 · 首都机场街道,township,high,1,OK
8731818adffffff,115.9534078,39.5698631,北京市,北京市,房山区,110111,韩村河镇,,,,郑庄村,北京市房山区韩村河镇曹章路,房山区 · 韩村河镇,房山区,房山区 · 韩村河镇,township,high,1,OK
8731aa00affffff,116.7459519,40.0743123,北京市,北京市,顺义区,110113,李遂镇,左堤路,,顺义新城滨河森林公园,顺义新城滨河森林公园,北京市顺义区李遂镇左堤路顺义新城滨河森林公园,顺义区 · 李遂镇,顺义区,顺义区 · 李遂镇,township,high,1,OK
873185b54ffffff,115.9860007,40.4603899,北京市,北京市,延庆区,110119,香水园街道,东外大街,,小营东街7号院,延庆镇人民政府,北京市延庆区香水园街道东外大街39号小营东街7号院,延庆区 · 香水园街道,延庆区,延庆区 · 香水园街道,township,high,1,OK
8731852ccffffff,116.0727620,39.8766137,北京市,北京市,门头沟区,110109,潭柘寺镇,,,,潭柘寺隧道,北京市门头沟区潭柘寺镇G108辅线,门头沟区 · 潭柘寺镇,门头沟区,门头沟区 · 潭柘寺镇,township,high,1,OK
8731aa1a0ffffff,116.5449672,40.1623656,北京市,北京市,顺义区,110113,高丽营镇,津北街,,夏县营街7号院,夏县营街7号院,北京市顺义区高丽营镇夏政街夏县营街7号院,顺义区 · 高丽营镇,顺义区,顺义区 · 高丽营镇,township,high,1,OK
873181b71ffffff,116.4329487,39.6522200,北京市,北京市,大兴区,110115,魏善庄镇,刘堡路,,,西刘路,北京市大兴区魏善庄镇西刘路,大兴区 · 魏善庄镇,大兴区,大兴区 · 魏善庄镇,township,high,1,OK
8731aa322ffffff,117.0076499,40.1383364,北京市,北京市,平谷区,110117,峪口镇,云打路,,,欣欣餐厅(云打路店),北京市平谷区峪口镇云打路,平谷区 · 峪口镇,平谷区,平谷区 · 峪口镇,township,high,1,OK
8731aace3ffffff,116.3935663,40.1471609,北京市,北京市,昌平区,110114,小汤山镇,秦上路,,未来科学城(建设中),未来科学城(建设中),北京市昌平区小汤山镇讲礼村未来科学城(建设中),昌平区 · 小汤山镇,昌平区,昌平区 · 小汤山镇,township,high,1,OK
8731aa729ffffff,116.7380751,39.9041600,北京市,北京市,通州区,110112,潞城镇,运河东大街,,,东夏园地铁站B东北口,北京市通州区潞城镇胡郎路辅路,通州区 · 潞城镇,通州区,通州区 · 潞城镇,township,high,1,OK
8731aaad6ffffff,117.0510383,40.1886360,北京市,北京市,平谷区,110117,王辛庄镇,,,,许家务村村民委员会,北京市平谷区王辛庄镇许家务中路,平谷区 · 王辛庄镇,平谷区,平谷区 · 王辛庄镇,township,high,1,OK
8731aac89ffffff,116.3047025,40.0968549,北京市,北京市,昌平区,110114,史各庄街道,北清路,,未来科学城(建设中),领秀慧谷,北京市昌平区史各庄街道农学院北路9号院(四区B区)未来科学城(建设中),昌平区 · 史各庄街道,昌平区,昌平区 · 史各庄街道,township,high,1,OK
8731aa604ffffff,116.7137547,39.7684400,北京市,北京市,通州区,110112,张家湾镇,,,,万德公园,北京市通州区张家湾镇达毅种植中心,通州区 · 张家湾镇,通州区,通州区 · 张家湾镇,township,high,1,OK
8731aa750ffffff,116.7710809,39.8357234,北京市,北京市,通州区,110112,张家湾镇,,,张家湾公园,张家湾公园,北京市通州区张家湾镇小沿河路张家湾公园,通州区 · 张家湾镇,通州区,通州区 · 张家湾镇,township,high,1,OK
8731aa152ffffff,116.7416058,40.1766670,北京市,北京市,顺义区,110113,北小营镇,桥头南路,,,道前路支线,北京市顺义区北小营镇道前路支线,顺义区 · 北小营镇,顺义区,顺义区 · 北小营镇,township,high,1,OK
8731aa196ffffff,116.4729843,40.0778774,北京市,北京市,朝阳区,110105,孙河乡,来广营北路,,北京温榆河公园·湿地示范,北京温榆河公园·湿地示范-花溪锦田,北京市朝阳区孙河乡北京温榆河公园-东囿云稼北京温榆河公园·湿地示范,朝阳区 · 孙河乡,朝阳区,朝阳区 · 孙河乡,township,high,1,OK
8731aa8ebffffff,116.8096487,40.3633319,北京市,北京市,密云区,110118,十里堡镇,新南路,,北京市公安局密云分局环境安全保卫大队,北京市公安局密云分局环境安全保卫大队,北京市密云区十里堡镇北京市公安局密云分局环境安全保卫大队,密云区 · 十里堡镇,密云区,密云区 · 十里堡镇,township,high,1,OK
8731aa082ffffff,116.5915254,39.9740993,北京市,北京市,朝阳区,110105,金盏乡,楼梓庄路,,,北京中学金盏校区,北京市朝阳区金盏乡汇泉一街,朝阳区 · 金盏乡,朝阳区,朝阳区 · 金盏乡,township,high,1,OK
8731aa4c8ffffff,116.4590284,39.7370663,北京市,北京市,大兴区,110115,瀛海镇,,,安南湿地环保主题公园,安南湿地环保主题公园,北京市大兴区瀛海镇京福路安南湿地环保主题公园,大兴区 · 瀛海镇,大兴区,大兴区 · 瀛海镇,township,high,1,OK
8731aac16ffffff,116.2535886,40.2000778,北京市,北京市,昌平区,110114,城南街道,白浮泉路,,,中国电子昌平科技园,北京市昌平区城南街道白浮泉路,昌平区 · 城南街道,昌平区,昌平区 · 城南街道,township,high,1,OK
8731aa95dffffff,116.8094957,40.5513805,北京市,北京市,密云区,110118,石城镇,,,北京云蒙山风景区,北京云蒙山风景区,北京市密云区石城镇密云九道弯大峡谷风景区北京云蒙山风景区,密云区 · 石城镇,密云区,密云区 · 石城镇,township,high,1,OK
8731aa142ffffff,116.7932369,40.2099887,北京市,北京市,顺义区,110113,木林镇,建新路,,,北京爱农天地农业有限公司,北京市顺义区木林镇昌金路,顺义区 · 木林镇,顺义区,顺义区 · 木林镇,township,high,1,OK
8731aa44cffffff,116.5508252,39.8723476,北京市,北京市,朝阳区,110105,王四营乡,白鹿司中街,,柏阳景园C区,柏阳景园C区,北京市朝阳区王四营乡白鹿司路柏阳景园C区,朝阳区 · 王四营乡,朝阳区,朝阳区 · 王四营乡,township,high,1,OK
873181a2bffffff,116.4236587,39.5332954,北京市,北京市,大兴区,110115,礼贤镇,航兴路,,北京大兴国际机场工作区,北京大兴国际机场工作区,北京市大兴区礼贤镇通泰路北京大兴国际机场工作区,大兴区 · 礼贤镇,大兴区,大兴区 · 礼贤镇,township,high,1,OK
873181874ffffff,116.0841511,39.6716317,北京市,北京市,房山区,110111,窦店镇,大于路,,,北京康乐种植基地,北京市房山区窦店镇G4京港澳高速,房山区 · 窦店镇,房山区,房山区 · 窦店镇,township,high,1,OK
8731aa292ffffff,116.9145963,39.8168502,北京市,北京市,通州区,110112,西集镇,,,,侯肖路,北京市通州区西集镇侯肖路,通州区 · 西集镇,通州区,通州区 · 西集镇,township,high,1,OK
8731aad9affffff,116.1560015,40.1668339,北京市,北京市,昌平区,110114,阳坊镇,,,,四家庄村村民委员会,北京市昌平区阳坊镇四家庄村退役军人服务站,昌平区 · 阳坊镇,昌平区,昌平区 · 阳坊镇,township,high,1,OK
