spatial_unit,pickup_count,avg_distance,avg_duration_min,avg_price,short_trip_ratio,late_pickup_ratio,weekend_pickup_ratio,dropoff_count,active_night_hours,active_nights,max_hourly_activity,weekday_avg_activity,weekend_avg_activity,total_activity,inflow_outflow_balance,activity_persistence,weekend_boost,night_vitality_score,cluster_id,region_type,spatial_unit_type,zone,borough,score_ratio,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub,adjusted_night_vitality_score,source_spatial_unit,source_zone
8731aa753ffffff,19.0,9.759436842105265,23.254736842105263,0.0,0.0,0.4210526315789473,0.2631578947368421,13.0,22,6,4,1.375,1.6666666666666667,32.0,-0.1875,0.5238095238095238,1.1228070175438598,24.17,4,mixed_evening_area,h3,活动网格 8731aa753ffffff,Beijing,0.2942178940961655,0.1667,0.0233,1.48,3.0,2.0,0.567,23.0,13.0,6.0,3.0,4.0,0.0,0.0,596.35,0.48,0.216,0.168,3.89,False,20.28,8731aa753ffffff,活动网格 8731aa753ffffff
8731aaccdffffff,18.0,13.1384,36.31222222222223,0.0,0.0555555555555555,0.3333333333333333,0.3888888888888889,21.0,22,6,4,1.6666666666666667,2.0,39.0,0.0769230769230769,0.5238095238095238,1.1249999999999998,24.09,4,mixed_evening_area,h3,活动网格 8731aaccdffffff,Beijing,0.2932440657334144,0.4722,0.2467,1.32,8.0,3.0,0.908,30.0,29.0,8.0,8.0,6.0,1.0,3.0,226.57,0.7615,0.3427,0.2749,6.17,False,17.92,8731aaccdffffff,活动网格 8731aaccdffffff
8731aac5bffffff,17.0,8.971917647058824,27.72470588235294,0.0,0.1176470588235294,0.2352941176470588,0.3529411764705882,25.0,25,6,4,1.6470588235294117,1.75,42.0,0.1904761904761904,0.5952380952380952,1.038888888888889,24.08,4,mixed_evening_area,h3,活动网格 8731aac5bffffff,Beijing,0.2931223371880705,0.4444,0.4,1.32,8.0,4.0,0.914,30.0,29.0,9.0,8.0,6.0,0.0,0.0,286.11,0.4143,0.1864,0.1627,3.36,False,20.72,8731aac5bffffff,活动网格 8731aac5bffffff
873181834ffffff,1.0,5.7766,35.0,0.0,0.0,1.0,0.0,6.0,7,5,1,1.0,1.0,7.0,0.7142857142857143,0.1666666666666666,1.0,24.06,4,mixed_evening_area,h3,活动网格 873181834ffffff,Beijing,0.2928788800973828,0.5556,0.27,1.48,10.0,3.0,0.953,30.0,25.0,9.0,10.0,4.0,0.0,0.0,543.3,0.1481,0.0666,0.0518,1.2,False,22.86,873181834ffffff,活动网格 873181834ffffff
8731aa785ffffff,9.0,7.448411111111111,26.96555555555556,0.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,11.0,16,6,3,1.2307692307692308,1.3333333333333333,20.0,0.1,0.3809523809523809,1.0459770114942528,23.97,4,mixed_evening_area,h3,活动网格 8731aa785ffffff,Beijing,0.2917833231892878,0.0833,0.0,1.08,1.0,2.0,0.651,30.0,26.0,6.0,1.0,9.0,1.0,1.0,369.52,0.2874,0.1293,0.1339,2.41,False,21.56,8731aa785ffffff,活动网格 8731aa785ffffff
8731aa054ffffff,3.0,16.798466666666666,36.45666666666667,0.0,0.0,1.0,0.0,9.0,9,6,3,1.4285714285714286,1.0,12.0,0.5,0.2142857142857142,0.8235294117647058,23.97,4,mixed_evening_area,h3,活动网格 8731aa054ffffff,Beijing,0.2917833231892878,0.2778,0.0,1.8,5.0,5.0,0.181,13.0,9.0,2.0,5.0,0.0,0.0,0.0,857.87,1.0,0.45,0.35,8.1,False,15.87,8731aa054ffffff,活动网格 8731aa054ffffff
8731aad8bffffff,14.0,13.616692857142857,34.892857142857146,0.0,0.1428571428571428,0.2142857142857142,0.2142857142857142,30.0,26,6,5,1.75,1.6,44.0,0.3636363636363636,0.6190476190476191,0.9454545454545454,23.96,4,mixed_evening_area,h3,活动网格 8731aad8bffffff,Beijing,0.291661594643944,0.5,0.2033,1.32,8.0,3.0,0.943,30.0,28.0,9.0,8.0,6.0,2.0,2.0,228.28,0.8014,0.3606,0.3019,6.49,False,17.47,8731aad8bffffff,活动网格 8731aad8bffffff
8731aac99ffffff,22.0,12.6749,40.683181818181815,0.0,0.0454545454545454,0.3636363636363636,0.3636363636363636,17.0,24,6,3,1.625,1.625,39.0,-0.1282051282051282,0.5714285714285714,1.0,23.93,4,mixed_evening_area,h3,活动网格 8731aac99ffffff,Beijing,0.2912964090079123,0.25,0.2233,1.48,4.0,6.0,0.809,30.0,27.0,7.0,4.0,4.0,1.0,1.0,210.22,0.7229,0.3253,0.2598,5.86,False,18.07,8731aac99ffffff,活动网格 8731aac99ffffff
8731aa021ffffff,19.0,10.004573684210524,31.315263157894737,0.0,0.1052631578947368,0.3684210526315789,0.0526315789473684,24.0,26,6,4,1.8421052631578947,1.1428571428571428,43.0,0.1162790697674418,0.6190476190476191,0.753968253968254,23.92,4,mixed_evening_area,h3,活动网格 8731aa021ffffff,Beijing,0.2911746804625684,0.1389,0.0233,1.72,2.0,3.0,0.691,30.0,25.0,7.0,2.0,1.0,1.0,0.0,471.45,0.5004,0.2252,0.1909,4.05,False,19.87,8731aa021ffffff,活动网格 8731aa021ffffff
873181866ffffff,7.0,12.295214285714286,30.88714285714285,0.0,0.0,0.4285714285714285,0.2857142857142857,28.0,22,6,3,1.5,1.75,35.0,0.6,0.5238095238095238,1.1,23.89,4,mixed_evening_area,h3,活动网格 873181866ffffff,Beijing,0.2908094948265368,0.9167,0.32,1.72,16.0,4.0,0.909,30.0,30.0,10.0,16.0,1.0,1.0,0.0,854.39,0.6913,0.3111,0.2419,5.6,False,18.29,873181866ffffff,活动网格 873181866ffffff
8731aa625ffffff,8.0,5.4825625,17.18,0.0,0.125,0.5,0.25,21.0,19,6,4,1.6153846153846154,1.3333333333333333,29.0,0.4482758620689655,0.4523809523809524,0.8921568627450979,23.82,4,mixed_evening_area,h3,活动网格 8731aa625ffffff,Beijing,0.2899573950091296,0.6389,0.2933,1.8,11.0,5.0,0.891,30.0,27.0,8.0,11.0,0.0,1.0,0.0,751.05,0.1235,0.0556,0.062,1.12,False,22.7,8731aa625ffffff,活动网格 8731aa625ffffff
8731aa1a9ffffff,14.0,8.051007142857143,30.69357142857143,0.0,0.0714285714285714,0.2142857142857142,0.2142857142857142,35.0,28,6,4,1.7894736842105263,1.6666666666666667,49.0,0.4285714285714285,0.6666666666666666,0.9559748427672956,23.81,4,mixed_evening_area,h3,活动网格 8731aa1a9ffffff,Beijing,0.2898356664637857,0.75,0.3133,1.8,12.0,2.0,0.736,30.0,28.0,6.0,12.0,0.0,3.0,1.0,238.36,0.3376,0.1519,0.1289,2.73,False,21.08,8731aa1a9ffffff,活动网格 8731aa1a9ffffff
8731aa1a3ffffff,22.0,9.73459090909091,26.80272727272727,0.0,0.2272727272727272,0.2727272727272727,0.2727272727272727,25.0,22,6,5,2.333333333333333,1.7142857142857142,47.0,0.0638297872340425,0.5238095238095238,0.8142857142857143,23.81,4,mixed_evening_area,h3,活动网格 8731aa1a3ffffff,Beijing,0.2898356664637857,0.3889,0.16,1.32,7.0,3.0,0.814,30.0,24.0,7.0,7.0,6.0,0.0,0.0,276.09,0.4779,0.215,0.2013,3.87,False,19.94,8731aa1a3ffffff,活动网格 8731aa1a3ffffff
873181b55ffffff,9.0,7.336566666666666,33.22,0.0,0.1111111111111111,0.5555555555555556,0.4444444444444444,7.0,13,6,3,1.1111111111111112,1.5,16.0,-0.125,0.3095238095238095,1.1842105263157894,23.8,4,mixed_evening_area,h3,活动网格 873181b55ffffff,Beijing,0.2897139379184418,0.2222,0.09,1.32,4.0,4.0,0.854,30.0,24.0,8.0,4.0,6.0,0.0,0.0,297.82,0.278,0.1251,0.114,2.25,False,21.55,873181b55ffffff,活动网格 873181b55ffffff
8731aa506ffffff,13.0,19.38286923076923,50.58,0.0,0.0,0.3846153846153846,0.3846153846153846,20.0,23,6,3,1.3333333333333333,1.625,33.0,0.2121212121212121,0.5476190476190477,1.1250000000000002,23.77,4,mixed_evening_area,h3,活动网格 8731aa506ffffff,Beijing,0.2893487522824102,1.0,0.0,1.72,21.0,23.0,0.452,30.0,27.0,5.0,21.0,1.0,0.0,1.0,227.96,1.0,0.45,0.35,8.1,False,15.67,8731aa506ffffff,活动网格 8731aa506ffffff
8731aa6d4ffffff,5.0,3.04272,29.70800000000001,0.0,0.6,0.6,0.0,7.0,7,4,3,1.8333333333333333,1.0,12.0,0.1666666666666666,0.1666666666666666,0.7058823529411765,23.76,3,mixed_evening_area,h3,活动网格 8731aa6d4ffffff,Beijing,0.2892270237370663,0.1111,0.0467,1.08,2.0,0.0,0.555,30.0,18.0,5.0,2.0,9.0,0.0,0.0,525.5,0.0,0.0,0.09,1.62,False,22.14,8731aa6d4ffffff,活动网格 8731aa6d4ffffff
8731aa323ffffff,31.0,10.60648387096774,29.48709677419355,0.0,0.0967741935483871,0.2580645161290322,0.1290322580645161,28.0,24,5,6,2.5,2.0,59.0,-0.0508474576271186,0.5714285714285714,0.8571428571428571,23.73,4,mixed_evening_area,h3,活动网格 8731aa323ffffff,Beijing,0.2888618381010346,0.5833,0.38,1.4,10.0,4.0,0.912,30.0,27.0,9.0,10.0,5.0,1.0,1.0,555.26,0.5505,0.2477,0.2072,4.46,False,19.27,8731aa323ffffff,活动网格 8731aa323ffffff
873181841ffffff,3.0,8.7974,36.056666666666665,0.0,0.0,1.0,0.6666666666666666,7.0,8,5,2,1.2857142857142858,1.0,10.0,0.4,0.1904761904761904,0.875,23.73,4,mixed_evening_area,h3,活动网格 873181841ffffff,Beijing,0.2888618381010346,0.2222,0.1133,1.64,4.0,2.0,0.649,27.0,16.0,7.0,4.0,2.0,0.0,0.0,408.87,0.3998,0.1799,0.1399,3.24,False,20.49,873181841ffffff,活动网格 873181841ffffff
873181804ffffff,11.0,7.908645454545454,27.430000000000003,0.0,0.1818181818181818,0.2727272727272727,0.3636363636363636,22.0,22,6,3,1.4666666666666666,1.5714285714285714,33.0,0.3333333333333333,0.5238095238095238,1.0424710424710424,23.72,4,mixed_evening_area,h3,活动网格 873181804ffffff,Beijing,0.2887401095556908,0.4444,0.2033,1.56,8.0,3.0,0.787,30.0,26.0,7.0,8.0,3.0,0.0,0.0,332.64,0.3257,0.1466,0.1413,2.64,False,21.08,873181804ffffff,活动网格 873181804ffffff
873185261ffffff,3.0,1.6379666666666666,16.613333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,9.0,12,6,1,1.0,1.0,12.0,0.5,0.2857142857142857,1.0,23.68,3,mixed_evening_area,h3,活动网格 873185261ffffff,Beijing,0.2882531953743152,0.3333,0.0,0.92,6.0,6.0,0.685,30.0,26.0,6.0,6.0,11.0,0.0,0.0,701.98,0.0,0.0,0.1,1.8,False,21.88,873185261ffffff,活动网格 873185261ffffff
873185249ffffff,15.0,19.652466666666665,48.57666666666667,0.0,0.0,0.4666666666666667,0.2,25.0,23,6,4,1.8571428571428568,1.5555555555555556,40.0,0.25,0.5476190476190477,0.8944444444444444,23.66,4,mixed_evening_area,h3,活动网格 873185249ffffff,Beijing,0.2880097382836274,0.6944,0.0667,1.48,12.0,12.0,0.756,30.0,27.0,7.0,12.0,4.0,1.0,0.0,422.86,1.0,0.45,0.35,8.1,False,15.56,873185249ffffff,活动网格 873185249ffffff
8731818e5ffffff,2.0,1.3384,9.59,0.0,1.0,0.5,0.5,4.0,6,3,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,23.62,3,mixed_evening_area,h3,活动网格 8731818e5ffffff,Beijing,0.287522824102252,0.1111,0.0233,1.48,2.0,2.0,0.594,25.0,15.0,6.0,2.0,4.0,0.0,0.0,815.59,0.0,0.0,0.15,2.7,False,20.92,8731818e5ffffff,活动网格 8731818e5ffffff
8731aa290ffffff,2.0,1.78705,6.975,0.0,0.5,0.5,0.5,4.0,6,4,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,23.62,3,mixed_evening_area,h3,活动网格 8731aa290ffffff,Beijing,0.287522824102252,0.1111,0.0,1.72,2.0,1.0,0.272,8.0,4.0,4.0,2.0,1.0,0.0,0.0,434.89,0.0,0.0,0.075,1.35,False,22.27,8731aa290ffffff,活动网格 8731aa290ffffff
8731aa890ffffff,1.0,6.6996,12.0,0.0,0.0,1.0,1.0,5.0,6,5,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,23.61,4,mixed_evening_area,h3,活动网格 8731aa890ffffff,Beijing,0.287401095556908,0.1667,0.0,1.32,3.0,0.0,0.332,16.0,13.0,3.0,3.0,6.0,0.0,0.0,741.26,0.225,0.1012,0.0787,1.82,False,21.79,8731aa890ffffff,活动网格 8731aa890ffffff
8731aa72cffffff,18.0,17.663005555555557,42.83222222222222,0.0,0.0,0.2777777777777778,0.2777777777777778,29.0,28,6,4,1.7222222222222223,1.6,47.0,0.2340425531914893,0.6666666666666666,0.9551020408163264,23.61,4,mixed_evening_area,h3,活动网格 8731aa72cffffff,Beijing,0.287401095556908,0.25,0.0233,1.4,4.0,5.0,0.812,30.0,21.0,7.0,4.0,5.0,1.0,1.0,394.74,1.0,0.45,0.35,8.1,False,15.51,8731aa72cffffff,活动网格 8731aa72cffffff
8731aa59effffff,13.0,5.642284615384615,25.357692307692307,0.0,0.2307692307692307,0.3846153846153846,0.1538461538461538,15.0,19,6,4,1.5833333333333333,1.2857142857142858,28.0,0.0714285714285714,0.4523809523809524,0.8847926267281107,23.61,4,mixed_evening_area,h3,活动网格 8731aa59effffff,Beijing,0.287401095556908,1.0,0.69,1.72,17.0,6.0,0.882,30.0,28.0,10.0,17.0,1.0,2.0,0.0,647.97,0.1369,0.0616,0.0825,1.49,False,22.12,8731aa59effffff,活动网格 8731aa59effffff
873181b65ffffff,16.0,5.9212375,20.565625,0.0,0.25,0.125,0.375,19.0,23,6,3,1.4285714285714286,1.6666666666666667,35.0,0.0857142857142857,0.5476190476190477,1.0980392156862746,23.54,4,mixed_evening_area,h3,活动网格 873181b65ffffff,Beijing,0.2865489957395009,0.6667,0.54,1.8,12.0,5.0,0.64,30.0,25.0,5.0,12.0,0.0,0.0,0.0,461.72,0.1601,0.072,0.0935,1.68,False,21.86,873181b65ffffff,活动网格 873181b65ffffff
873181835ffffff,8.0,7.3076375,23.095,0.0,0.25,0.625,0.25,7.0,12,5,2,1.3333333333333333,1.0,15.0,-0.0666666666666666,0.2857142857142857,0.8571428571428572,23.52,4,mixed_evening_area,h3,活动网格 873181835ffffff,Beijing,0.2863055386488131,0.7222,0.3367,1.48,13.0,5.0,0.926,30.0,23.0,9.0,13.0,4.0,0.0,0.0,427.57,0.2756,0.124,0.134,2.41,False,21.11,873181835ffffff,活动网格 873181835ffffff
8731aa1b2ffffff,13.0,14.58473846153846,38.56384615384615,0.0,0.0769230769230769,0.3846153846153846,0.4615384615384615,23.0,24,6,4,1.6428571428571428,1.3,36.0,0.2777777777777778,0.5714285714285714,0.8702702702702703,23.47,4,mixed_evening_area,h3,活动网格 8731aa1b2ffffff,Beijing,0.2856968959220937,0.1389,0.0667,1.4,2.0,7.0,0.695,30.0,29.0,6.0,2.0,5.0,1.0,3.0,312.84,0.8821,0.3969,0.3203,7.14,False,16.33,8731aa1b2ffffff,活动网格 8731aa1b2ffffff
873181941ffffff,9.0,6.430022222222222,46.08222222222222,0.0,0.2222222222222222,0.3333333333333333,0.7777777777777778,13.0,17,6,2,1.125,1.4444444444444444,22.0,0.1818181818181818,0.4047619047619047,1.150326797385621,23.45,4,mixed_evening_area,h3,活动网格 873181941ffffff,Beijing,0.2854534388314059,0.2778,0.3333,1.48,5.0,1.0,0.812,30.0,27.0,7.0,5.0,4.0,0.0,0.0,443.76,0.2025,0.0911,0.1042,1.88,False,21.57,873181941ffffff,活动网格 873181941ffffff
8731aa36cffffff,32.0,9.06641875,44.373125,0.0,0.0,0.4375,0.125,49.0,25,4,9,3.24,0.0,81.0,0.2098765432098765,0.5952380952380952,0.2358490566037735,23.42,4,mixed_evening_area,h3,活动网格 8731aa36cffffff,Beijing,0.2850882531953743,0.5556,0.23,1.56,10.0,3.0,0.861,30.0,25.0,8.0,10.0,3.0,0.0,0.0,248.43,0.4222,0.19,0.1478,3.42,False,20.0,8731aa36cffffff,活动网格 8731aa36cffffff
8731aa00bffffff,9.0,10.350233333333334,28.32888888888889,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,23.0,23,6,3,1.4,1.375,32.0,0.4375,0.5476190476190477,0.9895833333333334,23.38,4,mixed_evening_area,h3,活动网格 8731aa00bffffff,Beijing,0.2846013390139987,0.5,0.2467,1.56,9.0,4.0,0.922,30.0,22.0,9.0,9.0,3.0,0.0,0.0,499.16,0.5292,0.2381,0.2185,4.29,False,19.09,8731aa00bffffff,活动网格 8731aa00bffffff
8731aaaccffffff,11.0,6.028990909090909,20.72272727272728,0.0,0.3636363636363636,0.3636363636363636,0.1818181818181818,19.0,16,6,4,2.0,1.3333333333333333,30.0,0.2666666666666666,0.3809523809523809,0.7777777777777777,23.36,3,mixed_evening_area,h3,活动网格 8731aaaccffffff,Beijing,0.2843578819233109,1.0,0.09,1.72,23.0,9.0,0.704,30.0,27.0,7.0,23.0,1.0,0.0,0.0,416.85,0.1691,0.0761,0.1137,2.05,False,21.31,8731aaaccffffff,活动网格 8731aaaccffffff
8731aa75bffffff,9.0,6.508844444444445,27.23555555555556,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,23.0,22,6,4,1.2857142857142858,1.75,32.0,0.4375,0.5238095238095238,1.203125,23.33,4,mixed_evening_area,h3,活动网格 8731aa75bffffff,Beijing,0.2839926962872793,0.1667,0.0,1.72,3.0,5.0,0.487,30.0,25.0,5.0,3.0,1.0,0.0,1.0,262.03,0.2091,0.0941,0.0898,1.69,False,21.64,8731aa75bffffff,活动网格 8731aa75bffffff
8731aace6ffffff,1.0,5.2022,24.98,0.0,0.0,1.0,0.0,7.0,7,5,2,1.25,1.0,8.0,0.75,0.1666666666666666,0.8888888888888888,23.31,4,mixed_evening_area,h3,活动网格 8731aace6ffffff,Beijing,0.2837492391965915,0.0278,0.0,1.48,0.0,0.0,0.232,14.0,7.0,3.0,0.0,4.0,1.0,1.0,812.17,0.1002,0.0451,0.0351,0.81,False,22.5,8731aace6ffffff,活动网格 8731aace6ffffff
8731aacd4ffffff,6.0,27.06968333333333,57.46666666666667,0.0,0.0,0.8333333333333334,0.5,5.0,11,4,1,1.0,1.0,11.0,-0.0909090909090909,0.2619047619047619,1.0,23.28,1,transport_hub_like,h3,活动网格 8731aacd4ffffff,Beijing,0.2833840535605599,0.4167,0.16,1.56,6.0,2.0,0.854,30.0,23.0,8.0,6.0,3.0,3.0,2.0,616.12,1.0,0.45,0.35,8.1,False,15.18,8731aacd4ffffff,活动网格 8731aacd4ffffff
8731aa19cffffff,20.0,19.544225,48.2005,0.0,0.0,0.2,0.35,19.0,26,6,3,1.3125,1.8,39.0,-0.0256410256410256,0.6190476190476191,1.2108108108108109,23.24,4,mixed_evening_area,h3,活动网格 8731aa19cffffff,Beijing,0.2828971393791843,0.5833,0.2667,1.56,10.0,5.0,0.754,30.0,30.0,6.0,10.0,3.0,1.0,0.0,297.83,1.0,0.45,0.35,8.1,False,15.14,8731aa19cffffff,活动网格 8731aa19cffffff
8731aa0e6ffffff,9.0,14.130944444444443,33.85444444444445,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,37.0,28,6,4,1.7894736842105263,1.3333333333333333,46.0,0.6086956521739131,0.6666666666666666,0.8364779874213835,23.23,4,mixed_evening_area,h3,活动网格 8731aa0e6ffffff,Beijing,0.2827754108338405,0.2778,0.18,1.32,5.0,3.0,0.904,30.0,26.0,9.0,5.0,6.0,0.0,0.0,369.07,0.8442,0.3799,0.3122,6.84,False,16.39,8731aa0e6ffffff,活动网格 8731aa0e6ffffff
8731aac1affffff,6.0,6.72275,25.8,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,14.0,14,5,3,1.375,1.5,20.0,0.4,0.3333333333333333,1.0526315789473684,23.2,4,mixed_evening_area,h3,活动网格 8731aac1affffff,Beijing,0.2824102251978088,0.0833,0.0,1.56,1.0,4.0,0.678,30.0,28.0,6.0,1.0,3.0,1.0,1.0,530.87,0.2269,0.1021,0.1294,2.33,False,20.87,8731aac1affffff,活动网格 8731aac1affffff
8731aa074ffffff,23.0,21.07755652173913,37.82173913043478,0.0,0.0,0.3043478260869565,0.1304347826086956,21.0,27,6,8,1.75,1.2857142857142858,44.0,-0.0454545454545454,0.6428571428571429,0.8311688311688311,23.19,4,mixed_evening_area,h3,活动网格 8731aa074ffffff,Beijing,0.282288496652465,0.4444,0.1133,1.72,8.0,6.0,0.856,30.0,22.0,8.0,8.0,1.0,0.0,0.0,797.71,1.0,0.45,0.35,8.1,False,15.09,8731aa074ffffff,活动网格 8731aa074ffffff
873181b1bffffff,3.0,5.967133333333333,13.8,0.0,0.3333333333333333,0.6666666666666666,0.0,2.0,5,4,1,1.0,1.0,5.0,-0.2,0.119047619047619,1.0,23.19,3,mixed_evening_area,h3,活动网格 873181b1bffffff,Beijing,0.282288496652465,0.6111,0.1833,1.64,11.0,5.0,0.939,30.0,22.0,9.0,11.0,2.0,0.0,0.0,500.95,0.1639,0.0738,0.1074,1.93,False,21.26,873181b1bffffff,活动网格 873181b1bffffff
87318180cffffff,5.0,15.8064,36.782,0.0,0.2,0.4,0.2,17.0,17,6,3,1.2727272727272727,1.3333333333333333,22.0,0.5454545454545454,0.4047619047619047,1.0266666666666666,23.18,4,mixed_evening_area,h3,活动网格 87318180cffffff,Beijing,0.2821667681071211,0.75,0.2767,1.4,13.0,5.0,0.872,30.0,27.0,8.0,13.0,5.0,1.0,0.0,568.69,0.9839,0.4427,0.3744,7.97,False,15.21,87318180cffffff,活动网格 87318180cffffff
8731aa88dffffff,2.0,2.31995,7.75,0.0,0.5,0.5,0.0,3.0,5,5,1,1.0,1.0,5.0,0.2,0.119047619047619,1.0,23.17,3,mixed_evening_area,h3,活动网格 8731aa88dffffff,Beijing,0.2820450395617772,0.3333,0.29,1.56,5.0,2.0,0.772,30.0,29.0,7.0,5.0,3.0,2.0,2.0,141.94,0.0,0.0,0.075,1.35,False,21.82,8731aa88dffffff,活动网格 8731aa88dffffff
873181b30ffffff,2.0,6.01915,26.1,0.0,0.5,0.0,0.0,9.0,7,4,3,1.3333333333333333,3.0,11.0,0.6363636363636364,0.1666666666666666,1.7142857142857144,23.16,3,mixed_evening_area,h3,活动网格 873181b30ffffff,Beijing,0.2819233110164333,0.2778,0.1567,1.72,5.0,3.0,0.623,30.0,27.0,7.0,5.0,1.0,0.0,0.0,567.88,0.1683,0.0757,0.1339,2.41,False,20.75,873181b30ffffff,活动网格 873181b30ffffff
8731aa118ffffff,22.0,16.200263636363637,36.14545454545455,0.0,0.0454545454545454,0.2272727272727272,0.2727272727272727,21.0,28,6,5,1.6,1.375,43.0,-0.0232558139534883,0.6666666666666666,0.9134615384615384,23.16,4,mixed_evening_area,h3,活动网格 8731aa118ffffff,Beijing,0.2819233110164333,1.0,1.0,1.72,20.0,6.0,0.749,30.0,29.0,7.0,20.0,1.0,1.0,3.0,143.53,1.0,0.45,0.3568,8.1,False,15.06,8731aa118ffffff,活动网格 8731aa118ffffff
8731aa673ffffff,1.0,4.122,6.08,0.0,0.0,1.0,0.0,4.0,5,4,1,1.0,1.0,5.0,0.6,0.119047619047619,1.0,23.16,4,mixed_evening_area,h3,活动网格 8731aa673ffffff,Beijing,0.2819233110164333,0.1111,0.09,1.8,2.0,0.0,0.282,17.0,5.0,4.0,2.0,0.0,0.0,0.0,889.56,0.0102,0.0046,0.0036,0.08,False,23.08,8731aa673ffffff,活动网格 8731aa673ffffff
873181871ffffff,9.0,7.327311111111111,26.71555555555556,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,15.0,19,6,2,1.25,1.2857142857142858,24.0,0.25,0.4523809523809524,1.0158730158730158,23.14,4,mixed_evening_area,h3,活动网格 873181871ffffff,Beijing,0.2816798539257455,0.1389,0.0,1.32,2.0,5.0,0.731,30.0,25.0,6.0,2.0,6.0,1.0,0.0,433.36,0.2773,0.1248,0.147,2.65,False,20.49,873181871ffffff,活动网格 873181871ffffff
8731aa56cffffff,13.0,23.17939230769231,50.88692307692308,0.0,0.0,0.2307692307692307,0.3846153846153846,27.0,25,6,3,1.4375,1.8888888888888888,40.0,0.35,0.5952380952380952,1.1851851851851851,23.07,4,mixed_evening_area,h3,活动网格 8731aa56cffffff,Beijing,0.2808277541083384,0.4444,0.2033,1.4,8.0,14.0,0.722,30.0,29.0,6.0,8.0,5.0,0.0,1.0,332.58,1.0,0.45,0.35,8.1,False,14.97,8731aa56cffffff,活动网格 8731aa56cffffff
873181814ffffff,2.0,4.4829,16.665,0.0,0.5,0.5,0.0,5.0,6,4,2,1.2,1.0,7.0,0.4285714285714285,0.1428571428571428,0.9090909090909092,23.06,3,mixed_evening_area,h3,活动网格 873181814ffffff,Beijing,0.2807060255629945,0.2778,0.0467,1.48,5.0,3.0,0.673,28.0,17.0,6.0,5.0,4.0,0.0,0.0,657.9,0.0402,0.0181,0.0891,1.6,False,21.46,873181814ffffff,活动网格 873181814ffffff
8731aa675ffffff,8.0,9.7666,21.84125,0.0,0.375,0.25,0.0,14.0,16,6,4,1.3846153846153846,1.3333333333333333,22.0,0.2727272727272727,0.3809523809523809,0.978494623655914,22.99,4,mixed_evening_area,h3,活动网格 8731aa675ffffff,Beijing,0.2798539257455873,0.5556,0.1367,1.4,10.0,6.0,0.865,30.0,23.0,8.0,10.0,5.0,0.0,0.0,372.7,0.4806,0.2162,0.2244,4.04,False,18.95,8731aa675ffffff,活动网格 8731aa675ffffff
8731aa116ffffff,1.0,1.7247,30.0,0.0,1.0,0.0,1.0,2.0,3,1,1,0.0,1.0,3.0,0.3333333333333333,0.0714285714285714,2.0,22.98,3,mixed_evening_area,h3,活动网格 8731aa116ffffff,Beijing,0.2797321972002434,0.1667,0.0,1.16,3.0,4.0,0.619,24.0,22.0,5.0,3.0,8.0,0.0,0.0,636.67,0.0,0.0,0.15,2.7,False,20.28,8731aa116ffffff,活动网格 8731aa116ffffff
873181a33ffffff,8.0,6.8740250000000005,33.67875,0.0,0.25,0.25,0.375,20.0,17,6,4,1.5454545454545454,1.8333333333333333,28.0,0.4285714285714285,0.4047619047619047,1.113095238095238,22.97,4,mixed_evening_area,h3,活动网格 873181a33ffffff,Beijing,0.2796104686548995,0.4444,0.2033,1.48,8.0,7.0,0.909,30.0,28.0,8.0,8.0,4.0,0.0,2.0,307.71,0.2395,0.1078,0.1213,2.18,False,20.79,873181a33ffffff,活动网格 873181a33ffffff
8731aa0aeffffff,15.0,22.49046,47.358,0.0,0.0,0.3333333333333333,0.4,19.0,25,6,3,1.3333333333333333,1.4,34.0,0.1176470588235294,0.5952380952380952,1.0285714285714287,22.95,4,mixed_evening_area,h3,活动网格 8731aa0aeffffff,Beijing,0.2793670115642118,0.2778,0.2667,1.72,5.0,0.0,0.414,30.0,21.0,4.0,5.0,1.0,0.0,0.0,499.99,1.0,0.45,0.35,8.1,False,14.85,8731aa0aeffffff,活动网格 8731aa0aeffffff
