spatial_unit,night_date,hour,day_of_week,is_weekend,pickup_count,dropoff_count,activity_count
8731aacc8ffffff,2008-02-02,1,5,True,0,1,1
8731aaccaffffff,2008-02-02,1,5,True,5,1,6
8731aacccffffff,2008-02-02,1,5,True,1,0,1
8731aacceffffff,2008-02-02,1,5,True,2,1,3
8731aacd0ffffff,2008-02-02,1,5,True,3,5,8
8731aacd1ffffff,2008-02-02,1,5,True,4,2,6
8731aacd2ffffff,2008-02-02,1,5,True,7,6,13
8731aacd3ffffff,2008-02-02,1,5,True,5,11,16
8731aacd4ffffff,2008-02-02,1,5,True,1,0,1
8731aacd6ffffff,2008-02-02,1,5,True,7,5,12
8731aacd8ffffff,2008-02-02,1,5,True,3,2,5
8731aacd9ffffff,2008-02-02,1,5,True,7,5,12
8731aacdaffffff,2008-02-02,1,5,True,1,1,2
8731aacdbffffff,2008-02-02,1,5,True,0,1,1
8731aacddffffff,2008-02-02,1,5,True,5,1,6
8731aacdeffffff,2008-02-02,1,5,True,1,3,4
8731aace4ffffff,2008-02-02,1,5,True,1,0,1
8731aace8ffffff,2008-02-02,1,5,True,0,1,1
8731aacedffffff,2008-02-02,1,5,True,1,0,1
8731aacf1ffffff,2008-02-02,1,5,True,0,1,1
8731aacf4ffffff,2008-02-02,1,5,True,0,1,1
8731aad1affffff,2008-02-02,1,5,True,0,1,1
8731aad86ffffff,2008-02-02,1,5,True,0,1,1
8731aad88ffffff,2008-02-02,1,5,True,2,1,3
8731aad89ffffff,2008-02-02,1,5,True,0,1,1
8731aad8bffffff,2008-02-02,1,5,True,0,1,1
8731aad8cffffff,2008-02-02,1,5,True,0,1,1
8731aad93ffffff,2008-02-02,1,5,True,0,1,1
8731aad9effffff,2008-02-02,1,5,True,0,1,1
8731ae288ffffff,2008-02-02,1,5,True,1,0,1
8731ae2aaffffff,2008-02-02,1,5,True,0,1,1
8731ae6b4ffffff,2008-02-02,1,5,True,1,1,2
87318112bffffff,2008-02-02,2,5,True,0,1,1
873181804ffffff,2008-02-02,2,5,True,0,1,1
87318180affffff,2008-02-02,2,5,True,0,1,1
87318180bffffff,2008-02-02,2,5,True,0,1,1
87318180dffffff,2008-02-02,2,5,True,0,1,1
87318181dffffff,2008-02-02,2,5,True,0,1,1
873181825ffffff,2008-02-02,2,5,True,2,1,3
873181829ffffff,2008-02-02,2,5,True,0,1,1
873181830ffffff,2008-02-02,2,5,True,0,1,1
873181835ffffff,2008-02-02,2,5,True,1,0,1
873181836ffffff,2008-02-02,2,5,True,0,1,1
873181840ffffff,2008-02-02,2,5,True,0,1,1
873181843ffffff,2008-02-02,2,5,True,0,1,1
873181848ffffff,2008-02-02,2,5,True,0,1,1
873181851ffffff,2008-02-02,2,5,True,0,1,1
873181860ffffff,2008-02-02,2,5,True,1,2,3
873181864ffffff,2008-02-02,2,5,True,1,2,3
873181871ffffff,2008-02-02,2,5,True,0,1,1
873181872ffffff,2008-02-02,2,5,True,1,0,1
873181874ffffff,2008-02-02,2,5,True,1,1,2
873181875ffffff,2008-02-02,2,5,True,1,3,4
873181940ffffff,2008-02-02,2,5,True,0,1,1
873181945ffffff,2008-02-02,2,5,True,1,1,2
873181948ffffff,2008-02-02,2,5,True,4,0,4
87318194affffff,2008-02-02,2,5,True,2,6,8
87318194bffffff,2008-02-02,2,5,True,1,7,8
87318194cffffff,2008-02-02,2,5,True,0,1,1
87318194dffffff,2008-02-02,2,5,True,4,1,5
87318194effffff,2008-02-02,2,5,True,0,3,3
873181951ffffff,2008-02-02,2,5,True,0,2,2
873181953ffffff,2008-02-02,2,5,True,0,1,1
87318195bffffff,2008-02-02,2,5,True,4,4,8
87318195cffffff,2008-02-02,2,5,True,0,1,1
87318195effffff,2008-02-02,2,5,True,0,1,1
873181960ffffff,2008-02-02,2,5,True,0,2,2
873181964ffffff,2008-02-02,2,5,True,0,2,2
873181966ffffff,2008-02-02,2,5,True,0,1,1
87318196dffffff,2008-02-02,2,5,True,1,1,2
873181970ffffff,2008-02-02,2,5,True,0,1,1
873181973ffffff,2008-02-02,2,5,True,0,1,1
873181975ffffff,2008-02-02,2,5,True,0,1,1
873181976ffffff,2008-02-02,2,5,True,0,1,1
873181a13ffffff,2008-02-02,2,5,True,0,1,1
873181a22ffffff,2008-02-02,2,5,True,0,1,1
873181a33ffffff,2008-02-02,2,5,True,0,3,3
873181b03ffffff,2008-02-02,2,5,True,1,1,2
873181b0cffffff,2008-02-02,2,5,True,0,1,1
873181b18ffffff,2008-02-02,2,5,True,0,1,1
873181b19ffffff,2008-02-02,2,5,True,1,0,1
873181b1effffff,2008-02-02,2,5,True,0,1,1
873181b21ffffff,2008-02-02,2,5,True,2,1,3
873181b23ffffff,2008-02-02,2,5,True,0,2,2
873181b2bffffff,2008-02-02,2,5,True,0,1,1
873181b2dffffff,2008-02-02,2,5,True,0,1,1
873181b35ffffff,2008-02-02,2,5,True,0,1,1
873181b40ffffff,2008-02-02,2,5,True,1,0,1
873181b41ffffff,2008-02-02,2,5,True,0,1,1
873181b42ffffff,2008-02-02,2,5,True,0,1,1
873181b51ffffff,2008-02-02,2,5,True,1,1,2
873181b54ffffff,2008-02-02,2,5,True,0,1,1
873181b5cffffff,2008-02-02,2,5,True,0,1,1
873181b61ffffff,2008-02-02,2,5,True,0,3,3
873181b64ffffff,2008-02-02,2,5,True,0,2,2
873181b68ffffff,2008-02-02,2,5,True,1,0,1
873181b6affffff,2008-02-02,2,5,True,0,1,1
873181b74ffffff,2008-02-02,2,5,True,0,1,1
873185244ffffff,2008-02-02,2,5,True,0,2,2
873185249ffffff,2008-02-02,2,5,True,1,0,1
873185253ffffff,2008-02-02,2,5,True,1,1,2
87318525bffffff,2008-02-02,2,5,True,2,0,2
87318525cffffff,2008-02-02,2,5,True,0,1,1
87318526cffffff,2008-02-02,2,5,True,0,1,1
87318526dffffff,2008-02-02,2,5,True,0,1,1
8731852ccffffff,2008-02-02,2,5,True,1,1,2
8731852dbffffff,2008-02-02,2,5,True,1,0,1
8731852ebffffff,2008-02-02,2,5,True,0,1,1
8731852ecffffff,2008-02-02,2,5,True,0,1,1
8731852edffffff,2008-02-02,2,5,True,1,2,3
87318534bffffff,2008-02-02,2,5,True,0,1,1
87318534cffffff,2008-02-02,2,5,True,1,1,2
87318566dffffff,2008-02-02,2,5,True,1,0,1
8731a805dffffff,2008-02-02,2,5,True,1,0,1
8731a8473ffffff,2008-02-02,2,5,True,0,1,1
8731aa004ffffff,2008-02-02,2,5,True,0,3,3
8731aa005ffffff,2008-02-02,2,5,True,0,1,1
8731aa00bffffff,2008-02-02,2,5,True,0,1,1
8731aa00cffffff,2008-02-02,2,5,True,0,1,1
8731aa011ffffff,2008-02-02,2,5,True,0,1,1
8731aa013ffffff,2008-02-02,2,5,True,1,0,1
8731aa018ffffff,2008-02-02,2,5,True,0,1,1
8731aa01affffff,2008-02-02,2,5,True,1,0,1
8731aa021ffffff,2008-02-02,2,5,True,0,1,1
8731aa022ffffff,2008-02-02,2,5,True,1,0,1
8731aa025ffffff,2008-02-02,2,5,True,0,3,3
8731aa028ffffff,2008-02-02,2,5,True,0,2,2
8731aa02affffff,2008-02-02,2,5,True,1,2,3
8731aa02effffff,2008-02-02,2,5,True,0,1,1
8731aa030ffffff,2008-02-02,2,5,True,2,9,11
8731aa031ffffff,2008-02-02,2,5,True,0,4,4
8731aa032ffffff,2008-02-02,2,5,True,1,1,2
8731aa033ffffff,2008-02-02,2,5,True,1,2,3
8731aa034ffffff,2008-02-02,2,5,True,2,3,5
8731aa035ffffff,2008-02-02,2,5,True,0,2,2
8731aa036ffffff,2008-02-02,2,5,True,1,1,2
8731aa042ffffff,2008-02-02,2,5,True,0,1,1
8731aa043ffffff,2008-02-02,2,5,True,0,1,1
8731aa049ffffff,2008-02-02,2,5,True,0,1,1
8731aa052ffffff,2008-02-02,2,5,True,0,1,1
8731aa05cffffff,2008-02-02,2,5,True,0,1,1
8731aa060ffffff,2008-02-02,2,5,True,1,0,1
8731aa066ffffff,2008-02-02,2,5,True,0,1,1
8731aa074ffffff,2008-02-02,2,5,True,1,1,2
8731aa081ffffff,2008-02-02,2,5,True,0,1,1
8731aa089ffffff,2008-02-02,2,5,True,0,1,1
8731aa08bffffff,2008-02-02,2,5,True,0,1,1
8731aa08dffffff,2008-02-02,2,5,True,0,1,1
8731aa090ffffff,2008-02-02,2,5,True,3,4,7
8731aa092ffffff,2008-02-02,2,5,True,2,2,4
8731aa093ffffff,2008-02-02,2,5,True,0,1,1
8731aa094ffffff,2008-02-02,2,5,True,1,1,2
8731aa095ffffff,2008-02-02,2,5,True,3,4,7
8731aa096ffffff,2008-02-02,2,5,True,2,3,5
8731aa09affffff,2008-02-02,2,5,True,3,3,6
8731aa09bffffff,2008-02-02,2,5,True,1,1,2
8731aa09cffffff,2008-02-02,2,5,True,0,2,2
8731aa09effffff,2008-02-02,2,5,True,0,1,1
8731aa0a1ffffff,2008-02-02,2,5,True,1,1,2
8731aa0a4ffffff,2008-02-02,2,5,True,5,2,7
8731aa0a6ffffff,2008-02-02,2,5,True,7,1,8
8731aa0acffffff,2008-02-02,2,5,True,1,0,1
8731aa0adffffff,2008-02-02,2,5,True,1,2,3
8731aa0aeffffff,2008-02-02,2,5,True,0,1,1
8731aa0b2ffffff,2008-02-02,2,5,True,1,0,1
8731aa0b4ffffff,2008-02-02,2,5,True,5,0,5
8731aa0b5ffffff,2008-02-02,2,5,True,4,2,6
8731aa0b6ffffff,2008-02-02,2,5,True,0,1,1
8731aa0caffffff,2008-02-02,2,5,True,1,0,1
8731aa0d1ffffff,2008-02-02,2,5,True,0,1,1
8731aa0d2ffffff,2008-02-02,2,5,True,0,1,1
8731aa0d8ffffff,2008-02-02,2,5,True,0,1,1
8731aa0daffffff,2008-02-02,2,5,True,1,1,2
8731aa102ffffff,2008-02-02,2,5,True,0,1,1
8731aa103ffffff,2008-02-02,2,5,True,1,5,6
8731aa106ffffff,2008-02-02,2,5,True,0,1,1
8731aa108ffffff,2008-02-02,2,5,True,1,1,2
8731aa109ffffff,2008-02-02,2,5,True,0,2,2
8731aa10effffff,2008-02-02,2,5,True,0,1,1
8731aa115ffffff,2008-02-02,2,5,True,0,2,2
8731aa118ffffff,2008-02-02,2,5,True,0,1,1
8731aa119ffffff,2008-02-02,2,5,True,0,1,1
8731aa11affffff,2008-02-02,2,5,True,3,0,3
8731aa11bffffff,2008-02-02,2,5,True,1,0,1
8731aa11cffffff,2008-02-02,2,5,True,2,3,5
8731aa120ffffff,2008-02-02,2,5,True,0,1,1
8731aa122ffffff,2008-02-02,2,5,True,1,1,2
8731aa124ffffff,2008-02-02,2,5,True,0,1,1
8731aa125ffffff,2008-02-02,2,5,True,0,1,1
8731aa126ffffff,2008-02-02,2,5,True,0,1,1
8731aa133ffffff,2008-02-02,2,5,True,0,1,1
8731aa136ffffff,2008-02-02,2,5,True,0,1,1
8731aa142ffffff,2008-02-02,2,5,True,0,1,1
8731aa144ffffff,2008-02-02,2,5,True,1,0,1
8731aa146ffffff,2008-02-02,2,5,True,0,2,2
8731aa149ffffff,2008-02-02,2,5,True,0,1,1
8731aa14cffffff,2008-02-02,2,5,True,0,1,1
8731aa14dffffff,2008-02-02,2,5,True,0,1,1
8731aa151ffffff,2008-02-02,2,5,True,0,1,1
8731aa153ffffff,2008-02-02,2,5,True,1,0,1
8731aa156ffffff,2008-02-02,2,5,True,1,3,4
8731aa15bffffff,2008-02-02,2,5,True,1,1,2
8731aa161ffffff,2008-02-02,2,5,True,1,0,1
8731aa16affffff,2008-02-02,2,5,True,0,1,1
8731aa171ffffff,2008-02-02,2,5,True,0,1,1
8731aa172ffffff,2008-02-02,2,5,True,0,1,1
8731aa173ffffff,2008-02-02,2,5,True,0,2,2
8731aa180ffffff,2008-02-02,2,5,True,0,1,1
8731aa181ffffff,2008-02-02,2,5,True,1,3,4
8731aa182ffffff,2008-02-02,2,5,True,1,0,1
8731aa183ffffff,2008-02-02,2,5,True,6,2,8
8731aa185ffffff,2008-02-02,2,5,True,0,1,1
8731aa186ffffff,2008-02-02,2,5,True,0,1,1
8731aa18affffff,2008-02-02,2,5,True,22,25,47
8731aa18cffffff,2008-02-02,2,5,True,1,1,2
8731aa18dffffff,2008-02-02,2,5,True,6,8,14
8731aa193ffffff,2008-02-02,2,5,True,1,0,1
8731aa194ffffff,2008-02-02,2,5,True,0,1,1
8731aa198ffffff,2008-02-02,2,5,True,3,2,5
8731aa199ffffff,2008-02-02,2,5,True,2,2,4
8731aa19affffff,2008-02-02,2,5,True,1,5,6
8731aa19cffffff,2008-02-02,2,5,True,0,1,1
8731aa19dffffff,2008-02-02,2,5,True,9,3,12
8731aa1a2ffffff,2008-02-02,2,5,True,0,1,1
8731aa1a3ffffff,2008-02-02,2,5,True,1,0,1
8731aa1a8ffffff,2008-02-02,2,5,True,1,1,2
8731aa1aaffffff,2008-02-02,2,5,True,1,2,3
8731aa1abffffff,2008-02-02,2,5,True,1,1,2
8731aa1adffffff,2008-02-02,2,5,True,1,0,1
8731aa1b0ffffff,2008-02-02,2,5,True,1,0,1
8731aa1b2ffffff,2008-02-02,2,5,True,1,1,2
8731aa321ffffff,2008-02-02,2,5,True,0,1,1
8731aa328ffffff,2008-02-02,2,5,True,0,1,1
8731aa329ffffff,2008-02-02,2,5,True,2,2,4
8731aa32bffffff,2008-02-02,2,5,True,0,2,2
8731aa32dffffff,2008-02-02,2,5,True,1,0,1
8731aa363ffffff,2008-02-02,2,5,True,0,1,1
8731aa374ffffff,2008-02-02,2,5,True,0,1,1
8731aa400ffffff,2008-02-02,2,5,True,12,12,24
8731aa401ffffff,2008-02-02,2,5,True,30,17,47
8731aa402ffffff,2008-02-02,2,5,True,8,5,13
8731aa403ffffff,2008-02-02,2,5,True,9,3,12
8731aa404ffffff,2008-02-02,2,5,True,34,18,52
8731aa405ffffff,2008-02-02,2,5,True,29,20,49
8731aa406ffffff,2008-02-02,2,5,True,5,8,13
8731aa408ffffff,2008-02-02,2,5,True,23,16,39
8731aa409ffffff,2008-02-02,2,5,True,25,33,58
8731aa40affffff,2008-02-02,2,5,True,6,11,17
8731aa40bffffff,2008-02-02,2,5,True,4,4,8
8731aa40cffffff,2008-02-02,2,5,True,15,8,23
8731aa40dffffff,2008-02-02,2,5,True,20,13,33
8731aa40effffff,2008-02-02,2,5,True,18,8,26
8731aa410ffffff,2008-02-02,2,5,True,5,2,7
8731aa411ffffff,2008-02-02,2,5,True,5,3,8
8731aa413ffffff,2008-02-02,2,5,True,0,1,1
8731aa414ffffff,2008-02-02,2,5,True,5,8,13
8731aa415ffffff,2008-02-02,2,5,True,6,4,10
8731aa416ffffff,2008-02-02,2,5,True,0,2,2
8731aa418ffffff,2008-02-02,2,5,True,0,1,1
8731aa419ffffff,2008-02-02,2,5,True,1,5,6
8731aa41affffff,2008-02-02,2,5,True,2,2,4
8731aa41cffffff,2008-02-02,2,5,True,8,7,15
8731aa41dffffff,2008-02-02,2,5,True,6,12,18
8731aa41effffff,2008-02-02,2,5,True,1,1,2
8731aa420ffffff,2008-02-02,2,5,True,18,19,37
8731aa421ffffff,2008-02-02,2,5,True,22,23,45
8731aa422ffffff,2008-02-02,2,5,True,19,11,30
8731aa423ffffff,2008-02-02,2,5,True,35,21,56
8731aa424ffffff,2008-02-02,2,5,True,15,22,37
8731aa425ffffff,2008-02-02,2,5,True,38,38,76
8731aa426ffffff,2008-02-02,2,5,True,17,12,29
8731aa428ffffff,2008-02-02,2,5,True,17,6,23
8731aa429ffffff,2008-02-02,2,5,True,55,53,108
8731aa42affffff,2008-02-02,2,5,True,21,21,42
8731aa42bffffff,2008-02-02,2,5,True,16,21,37
8731aa42cffffff,2008-02-02,2,5,True,27,14,41
8731aa42dffffff,2008-02-02,2,5,True,27,31,58
8731aa42effffff,2008-02-02,2,5,True,39,17,56
8731aa430ffffff,2008-02-02,2,5,True,5,7,12
8731aa431ffffff,2008-02-02,2,5,True,55,52,107
8731aa432ffffff,2008-02-02,2,5,True,5,4,9
8731aa433ffffff,2008-02-02,2,5,True,12,9,21
8731aa434ffffff,2008-02-02,2,5,True,11,7,18
8731aa435ffffff,2008-02-02,2,5,True,15,10,25
8731aa436ffffff,2008-02-02,2,5,True,10,9,19
8731aa440ffffff,2008-02-02,2,5,True,2,8,10
8731aa441ffffff,2008-02-02,2,5,True,0,1,1
8731aa442ffffff,2008-02-02,2,5,True,1,3,4
8731aa443ffffff,2008-02-02,2,5,True,0,1,1
8731aa444ffffff,2008-02-02,2,5,True,5,3,8
8731aa445ffffff,2008-02-02,2,5,True,1,3,4
8731aa446ffffff,2008-02-02,2,5,True,4,7,11
8731aa449ffffff,2008-02-02,2,5,True,1,0,1
8731aa44affffff,2008-02-02,2,5,True,1,0,1
8731aa44cffffff,2008-02-02,2,5,True,1,1,2
8731aa44dffffff,2008-02-02,2,5,True,1,0,1
8731aa44effffff,2008-02-02,2,5,True,0,1,1
8731aa450ffffff,2008-02-02,2,5,True,1,1,2
8731aa451ffffff,2008-02-02,2,5,True,5,3,8
8731aa452ffffff,2008-02-02,2,5,True,1,0,1
8731aa453ffffff,2008-02-02,2,5,True,0,3,3
8731aa454ffffff,2008-02-02,2,5,True,11,9,20
8731aa455ffffff,2008-02-02,2,5,True,3,1,4
8731aa456ffffff,2008-02-02,2,5,True,3,3,6
8731aa458ffffff,2008-02-02,2,5,True,1,1,2
8731aa459ffffff,2008-02-02,2,5,True,1,0,1
8731aa45affffff,2008-02-02,2,5,True,1,0,1
8731aa45bffffff,2008-02-02,2,5,True,4,3,7
8731aa45cffffff,2008-02-02,2,5,True,1,1,2
8731aa45dffffff,2008-02-02,2,5,True,1,0,1
8731aa45effffff,2008-02-02,2,5,True,1,0,1
8731aa460ffffff,2008-02-02,2,5,True,22,9,31
8731aa461ffffff,2008-02-02,2,5,True,14,9,23
8731aa462ffffff,2008-02-02,2,5,True,24,16,40
8731aa463ffffff,2008-02-02,2,5,True,13,9,22
8731aa464ffffff,2008-02-02,2,5,True,6,4,10
8731aa465ffffff,2008-02-02,2,5,True,2,4,6
8731aa466ffffff,2008-02-02,2,5,True,25,23,48
8731aa468ffffff,2008-02-02,2,5,True,7,6,13
8731aa469ffffff,2008-02-02,2,5,True,7,5,12
8731aa46bffffff,2008-02-02,2,5,True,0,1,1
8731aa46cffffff,2008-02-02,2,5,True,3,0,3
8731aa46dffffff,2008-02-02,2,5,True,3,2,5
8731aa46effffff,2008-02-02,2,5,True,6,5,11
8731aa470ffffff,2008-02-02,2,5,True,32,27,59
8731aa471ffffff,2008-02-02,2,5,True,16,14,30
8731aa472ffffff,2008-02-02,2,5,True,18,9,27
8731aa473ffffff,2008-02-02,2,5,True,26,26,52
8731aa474ffffff,2008-02-02,2,5,True,49,46,95
8731aa475ffffff,2008-02-02,2,5,True,75,53,128
8731aa476ffffff,2008-02-02,2,5,True,29,23,52
8731aa484ffffff,2008-02-02,2,5,True,1,1,2
8731aa486ffffff,2008-02-02,2,5,True,0,2,2
8731aa489ffffff,2008-02-02,2,5,True,1,2,3
8731aa48dffffff,2008-02-02,2,5,True,0,1,1
8731aa494ffffff,2008-02-02,2,5,True,0,2,2
8731aa496ffffff,2008-02-02,2,5,True,0,1,1
8731aa498ffffff,2008-02-02,2,5,True,0,1,1
8731aa4a9ffffff,2008-02-02,2,5,True,2,2,4
8731aa4aaffffff,2008-02-02,2,5,True,1,0,1
8731aa4acffffff,2008-02-02,2,5,True,0,2,2
8731aa4aeffffff,2008-02-02,2,5,True,0,1,1
8731aa4b1ffffff,2008-02-02,2,5,True,1,1,2
8731aa4b2ffffff,2008-02-02,2,5,True,0,1,1
8731aa4b4ffffff,2008-02-02,2,5,True,1,1,2
8731aa4b5ffffff,2008-02-02,2,5,True,1,1,2
8731aa4c0ffffff,2008-02-02,2,5,True,0,1,1
8731aa4c1ffffff,2008-02-02,2,5,True,0,1,1
8731aa4c6ffffff,2008-02-02,2,5,True,1,1,2
8731aa4cbffffff,2008-02-02,2,5,True,2,4,6
8731aa4ccffffff,2008-02-02,2,5,True,1,1,2
8731aa4cdffffff,2008-02-02,2,5,True,0,1,1
8731aa4d0ffffff,2008-02-02,2,5,True,1,7,8
8731aa4d1ffffff,2008-02-02,2,5,True,1,0,1
8731aa4d4ffffff,2008-02-02,2,5,True,7,6,13
8731aa4d5ffffff,2008-02-02,2,5,True,2,0,2
8731aa4d6ffffff,2008-02-02,2,5,True,2,8,10
8731aa4d8ffffff,2008-02-02,2,5,True,0,1,1
8731aa4d9ffffff,2008-02-02,2,5,True,0,1,1
8731aa4daffffff,2008-02-02,2,5,True,0,1,1
8731aa4dbffffff,2008-02-02,2,5,True,0,2,2
8731aa4dcffffff,2008-02-02,2,5,True,1,1,2
8731aa4e0ffffff,2008-02-02,2,5,True,4,4,8
8731aa4e1ffffff,2008-02-02,2,5,True,6,5,11
8731aa4e2ffffff,2008-02-02,2,5,True,0,1,1
8731aa4e3ffffff,2008-02-02,2,5,True,3,3,6
8731aa4e4ffffff,2008-02-02,2,5,True,0,2,2
8731aa4e6ffffff,2008-02-02,2,5,True,1,0,1
8731aa4e9ffffff,2008-02-02,2,5,True,0,1,1
8731aa4eaffffff,2008-02-02,2,5,True,2,3,5
8731aa4ebffffff,2008-02-02,2,5,True,1,0,1
8731aa4ecffffff,2008-02-02,2,5,True,3,4,7
8731aa4edffffff,2008-02-02,2,5,True,0,2,2
8731aa4eeffffff,2008-02-02,2,5,True,0,1,1
8731aa4f0ffffff,2008-02-02,2,5,True,1,1,2
8731aa4f1ffffff,2008-02-02,2,5,True,0,1,1
8731aa4f2ffffff,2008-02-02,2,5,True,6,3,9
8731aa4f3ffffff,2008-02-02,2,5,True,1,2,3
8731aa4f4ffffff,2008-02-02,2,5,True,3,2,5
8731aa4f6ffffff,2008-02-02,2,5,True,2,0,2
8731aa500ffffff,2008-02-02,2,5,True,1,1,2
8731aa501ffffff,2008-02-02,2,5,True,13,4,17
8731aa503ffffff,2008-02-02,2,5,True,3,3,6
8731aa504ffffff,2008-02-02,2,5,True,0,2,2
8731aa505ffffff,2008-02-02,2,5,True,1,1,2
8731aa508ffffff,2008-02-02,2,5,True,12,16,28
8731aa509ffffff,2008-02-02,2,5,True,25,16,41
8731aa50affffff,2008-02-02,2,5,True,32,26,58
8731aa50bffffff,2008-02-02,2,5,True,19,25,44
8731aa50cffffff,2008-02-02,2,5,True,34,17,51
8731aa50dffffff,2008-02-02,2,5,True,25,29,54
8731aa50effffff,2008-02-02,2,5,True,11,10,21
8731aa511ffffff,2008-02-02,2,5,True,2,0,2
8731aa512ffffff,2008-02-02,2,5,True,0,1,1
8731aa513ffffff,2008-02-02,2,5,True,1,1,2
8731aa515ffffff,2008-02-02,2,5,True,1,1,2
8731aa516ffffff,2008-02-02,2,5,True,0,1,1
8731aa518ffffff,2008-02-02,2,5,True,3,4,7
8731aa519ffffff,2008-02-02,2,5,True,17,12,29
8731aa51affffff,2008-02-02,2,5,True,10,7,17
8731aa51bffffff,2008-02-02,2,5,True,20,11,31
8731aa51cffffff,2008-02-02,2,5,True,12,10,22
8731aa51dffffff,2008-02-02,2,5,True,19,12,31
8731aa51effffff,2008-02-02,2,5,True,3,1,4
8731aa521ffffff,2008-02-02,2,5,True,7,4,11
8731aa522ffffff,2008-02-02,2,5,True,1,2,3
8731aa523ffffff,2008-02-02,2,5,True,2,1,3
8731aa524ffffff,2008-02-02,2,5,True,1,0,1
8731aa525ffffff,2008-02-02,2,5,True,1,2,3
8731aa526ffffff,2008-02-02,2,5,True,1,0,1
8731aa528ffffff,2008-02-02,2,5,True,3,5,8
8731aa529ffffff,2008-02-02,2,5,True,9,7,16
8731aa52affffff,2008-02-02,2,5,True,5,0,5
8731aa52bffffff,2008-02-02,2,5,True,10,15,25
8731aa52cffffff,2008-02-02,2,5,True,7,4,11
8731aa52dffffff,2008-02-02,2,5,True,3,3,6
8731aa52effffff,2008-02-02,2,5,True,6,5,11
8731aa532ffffff,2008-02-02,2,5,True,1,1,2
8731aa540ffffff,2008-02-02,2,5,True,6,8,14
8731aa541ffffff,2008-02-02,2,5,True,17,17,34
8731aa542ffffff,2008-02-02,2,5,True,19,17,36
8731aa543ffffff,2008-02-02,2,5,True,14,4,18
8731aa545ffffff,2008-02-02,2,5,True,3,7,10
8731aa546ffffff,2008-02-02,2,5,True,12,20,32
8731aa548ffffff,2008-02-02,2,5,True,16,28,44
8731aa549ffffff,2008-02-02,2,5,True,2,2,4
8731aa54affffff,2008-02-02,2,5,True,15,18,33
8731aa54bffffff,2008-02-02,2,5,True,2,5,7
8731aa54cffffff,2008-02-02,2,5,True,24,20,44
8731aa54dffffff,2008-02-02,2,5,True,2,5,7
8731aa54effffff,2008-02-02,2,5,True,26,20,46
8731aa550ffffff,2008-02-02,2,5,True,20,15,35
8731aa551ffffff,2008-02-02,2,5,True,33,28,61
8731aa552ffffff,2008-02-02,2,5,True,18,16,34
8731aa553ffffff,2008-02-02,2,5,True,38,32,70
8731aa554ffffff,2008-02-02,2,5,True,25,24,49
8731aa555ffffff,2008-02-02,2,5,True,23,20,43
8731aa556ffffff,2008-02-02,2,5,True,18,17,35
8731aa558ffffff,2008-02-02,2,5,True,44,60,104
8731aa559ffffff,2008-02-02,2,5,True,41,42,83
8731aa55affffff,2008-02-02,2,5,True,51,69,120
8731aa55bffffff,2008-02-02,2,5,True,51,54,105
8731aa55cffffff,2008-02-02,2,5,True,44,39,83
8731aa55dffffff,2008-02-02,2,5,True,60,58,118
8731aa55effffff,2008-02-02,2,5,True,51,63,114
8731aa560ffffff,2008-02-02,2,5,True,1,1,2
8731aa561ffffff,2008-02-02,2,5,True,1,2,3
8731aa562ffffff,2008-02-02,2,5,True,3,2,5
8731aa563ffffff,2008-02-02,2,5,True,1,2,3
8731aa564ffffff,2008-02-02,2,5,True,0,1,1
8731aa566ffffff,2008-02-02,2,5,True,7,5,12
8731aa568ffffff,2008-02-02,2,5,True,0,5,5
8731aa569ffffff,2008-02-02,2,5,True,6,2,8
8731aa56affffff,2008-02-02,2,5,True,5,7,12
8731aa56bffffff,2008-02-02,2,5,True,6,46,52
8731aa570ffffff,2008-02-02,2,5,True,2,2,4
8731aa571ffffff,2008-02-02,2,5,True,13,9,22
8731aa572ffffff,2008-02-02,2,5,True,15,16,31
8731aa573ffffff,2008-02-02,2,5,True,18,12,30
8731aa575ffffff,2008-02-02,2,5,True,7,4,11
8731aa576ffffff,2008-02-02,2,5,True,5,4,9
8731aa584ffffff,2008-02-02,2,5,True,1,0,1
8731aa585ffffff,2008-02-02,2,5,True,1,0,1
8731aa586ffffff,2008-02-02,2,5,True,1,1,2
8731aa588ffffff,2008-02-02,2,5,True,4,2,6
8731aa589ffffff,2008-02-02,2,5,True,3,1,4
8731aa58affffff,2008-02-02,2,5,True,2,2,4
8731aa58bffffff,2008-02-02,2,5,True,1,0,1
8731aa58dffffff,2008-02-02,2,5,True,1,3,4
8731aa595ffffff,2008-02-02,2,5,True,0,1,1
8731aa596ffffff,2008-02-02,2,5,True,0,1,1
8731aa599ffffff,2008-02-02,2,5,True,3,2,5
8731aa59affffff,2008-02-02,2,5,True,1,4,5
8731aa59bffffff,2008-02-02,2,5,True,2,3,5
8731aa59cffffff,2008-02-02,2,5,True,1,0,1
8731aa59dffffff,2008-02-02,2,5,True,4,0,4
8731aa5a0ffffff,2008-02-02,2,5,True,1,3,4
8731aa5a1ffffff,2008-02-02,2,5,True,0,3,3
8731aa5a2ffffff,2008-02-02,2,5,True,0,1,1
8731aa5a3ffffff,2008-02-02,2,5,True,2,3,5
8731aa5a5ffffff,2008-02-02,2,5,True,0,1,1
8731aa5a6ffffff,2008-02-02,2,5,True,0,2,2
8731aa5a8ffffff,2008-02-02,2,5,True,6,3,9
