spatial_unit,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub
8731aa706ffffff,0.7409,0.3334,0.2893,6.0,False
8731aa594ffffff,0.1506,0.0678,0.1577,2.84,False
8731aa44dffffff,0.8114,0.3651,0.2917,6.57,False
8731aa514ffffff,0.7623,0.343,0.2918,6.17,False
8731aa111ffffff,0.0507,0.0228,0.0677,1.22,False
8731aa1a6ffffff,0.3925,0.1766,0.2124,3.82,False
8731aa08bffffff,0.2894,0.1302,0.187,3.37,False
8731aa629ffffff,0.6426,0.2892,0.2711,5.21,False
8731aa505ffffff,1.0,0.45,0.35,8.1,False
8731aa0e5ffffff,0.513,0.2308,0.2395,4.31,False
8731aa146ffffff,0.0,0.0,0.05,0.9,False
8731aa598ffffff,0.5306,0.2388,0.2088,4.3,False
8731aac9affffff,0.6722,0.3025,0.246,5.44,False
8731aa18effffff,1.0,0.45,0.35,8.1,False
8731818adffffff,0.0,0.0,0.15,2.7,False
8731aa00affffff,1.0,0.45,0.35,8.1,False
873185b54ffffff,0.135,0.0608,0.0987,1.78,False
8731852ccffffff,0.9629,0.4333,0.337,7.8,False
8731aa1a0ffffff,0.5556,0.25,0.2217,4.5,False
873181b71ffffff,0.0,0.0,0.075,1.35,False
8731aa322ffffff,0.5522,0.2485,0.2195,4.47,False
8731aace3ffffff,0.5585,0.2513,0.203,4.52,False
8731aa729ffffff,0.3886,0.1749,0.166,3.15,False
8731aaad6ffffff,0.3574,0.1608,0.1501,2.89,False
8731aac89ffffff,1.0,0.45,0.3544,8.1,False
8731aa604ffffff,0.0,0.0,0.075,1.35,False
8731aa750ffffff,0.6803,0.3061,0.2381,5.51,False
8731aa152ffffff,0.2757,0.1241,0.1265,2.28,False
8731aa196ffffff,1.0,0.45,0.35,8.1,False
8731aa8ebffffff,0.374,0.1683,0.1625,3.03,False
8731aa082ffffff,0.8749,0.3937,0.3062,7.09,False
8731aa4c8ffffff,0.5019,0.2259,0.2132,4.07,False
8731aac16ffffff,0.7358,0.3311,0.295,5.96,False
8731aa95dffffff,0.3836,0.1726,0.2093,3.77,False
8731aa142ffffff,1.0,0.45,0.4,8.1,False
8731aa44cffffff,1.0,0.45,0.35,8.1,False
873181a2bffffff,0.6724,0.3026,0.2353,5.45,False
873181874ffffff,0.3401,0.1531,0.1421,2.76,False
8731aa292ffffff,0.3339,0.1502,0.1919,3.45,False
8731aad9affffff,0.0,0.0,0.15,2.7,False
8731aa130ffffff,0.2049,0.0922,0.136,2.45,False
8731aa173ffffff,0.7003,0.3151,0.2566,5.67,False
873181970ffffff,0.2497,0.1124,0.1797,3.23,False
8731aa840ffffff,0.2175,0.0979,0.1297,2.33,False
8731aa01affffff,0.0,0.0,0.06,1.08,False
8731aa44effffff,0.9279,0.4175,0.3478,7.52,False
873185265ffffff,0.9131,0.4109,0.3196,7.4,False
8731aa028ffffff,1.0,0.45,0.35,8.1,False
8731aad8effffff,1.0,0.45,0.35,8.1,False
873181851ffffff,0.1939,0.0873,0.1679,3.02,False
8731aa724ffffff,1.0,0.45,0.3625,8.1,False
8731aa029ffffff,1.0,0.45,0.35,8.1,False
8731aa124ffffff,0.5212,0.2346,0.1824,4.22,False
8731aa042ffffff,1.0,0.45,0.3875,8.1,False
8731aa4deffffff,0.6911,0.311,0.2534,5.6,False
8731aa709ffffff,0.7266,0.327,0.2543,5.89,False
8731aa30cffffff,0.4055,0.1825,0.1607,3.28,False
8731aaa19ffffff,0.0,0.0,0.15,2.7,False
8731aa75dffffff,0.0,0.0,0.09,1.62,False
8731aa7a4ffffff,0.7503,0.3376,0.2688,6.08,False
8731aac46ffffff,1.0,0.45,0.35,8.1,False
8731aaca1ffffff,0.4941,0.2224,0.1944,4.0,False
8731aa59cffffff,0.3459,0.1557,0.1511,2.8,False
8731aa102ffffff,0.9336,0.4201,0.3434,7.56,False
8731aad89ffffff,0.5637,0.2537,0.2118,4.57,False
8731aac52ffffff,1.0,0.45,0.35,8.1,False
8731aa4f3ffffff,0.5243,0.236,0.1835,4.25,False
8731aa04effffff,0.0,0.0,0.1,1.8,False
873185259ffffff,0.528,0.2376,0.2024,4.28,False
8731aac8dffffff,1.0,0.45,0.3655,8.1,False
8731aac82ffffff,0.2299,0.1035,0.1205,2.17,False
8731aa626ffffff,0.3489,0.157,0.1596,2.87,False
873181940ffffff,0.0,0.0,0.06,1.08,False
8731aac54ffffff,1.0,0.45,0.35,8.1,False
8731aa024ffffff,0.2948,0.1327,0.1168,2.39,False
8731aa025ffffff,0.2139,0.0962,0.0979,1.76,False
8731aa993ffffff,0.0,0.0,0.15,2.7,False
8731a84e9ffffff,0.0,0.0,0.15,2.7,False
873181972ffffff,0.0,0.0,0.15,2.7,False
8731aa2a6ffffff,0.0,0.0,0.15,2.7,False
8731ae66effffff,0.0,0.0,0.15,2.7,False
8731abdacffffff,0.0,0.0,0.15,2.7,False
8731aa108ffffff,0.2483,0.1117,0.1202,2.16,False
87318180affffff,0.2322,0.1045,0.0979,1.88,False
8731aa586ffffff,0.7644,0.344,0.2775,6.19,False
873181952ffffff,0.309,0.1391,0.1082,2.5,False
873181b75ffffff,0.1071,0.0482,0.0648,1.17,False
8731aa798ffffff,0.3453,0.1554,0.1959,3.53,False
8731aa08dffffff,1.0,0.45,0.3625,8.1,False
8731aa4c6ffffff,0.2858,0.1286,0.1072,2.32,False
8731aa714ffffff,0.5978,0.269,0.2414,4.84,False
8731aa584ffffff,0.6039,0.2717,0.2386,4.89,False
87318526cffffff,0.4127,0.1857,0.1744,3.34,False
873181820ffffff,0.5413,0.2436,0.2019,4.38,False
8731aa70effffff,0.7267,0.327,0.2622,5.89,False
873181b61ffffff,0.3193,0.1437,0.1492,2.69,False
8731aa70cffffff,1.0,0.45,0.35,8.1,False
8731aa88bffffff,1.0,0.45,0.3588,8.1,False
8731ae2a9ffffff,0.8253,0.3714,0.3889,7.0,False
8731aacc3ffffff,1.0,0.45,0.35,8.1,False
8731852c0ffffff,0.0,0.0,0.15,2.7,False
8731aad65ffffff,0.0,0.0,0.15,2.7,False
8731aa013ffffff,1.0,0.45,0.35,8.1,False
8731aa328ffffff,0.5623,0.2531,0.2035,4.56,False
8731aa7a2ffffff,0.7416,0.3337,0.2671,6.01,False
8731aa4b5ffffff,1.0,0.45,0.3548,8.1,False
8731aa753ffffff,0.48,0.216,0.168,3.89,False
8731aaccdffffff,0.7615,0.3427,0.2749,6.17,False
8731aac5bffffff,0.4143,0.1864,0.1627,3.36,False
873181834ffffff,0.1481,0.0666,0.0518,1.2,False
8731aa785ffffff,0.2874,0.1293,0.1339,2.41,False
8731aa054ffffff,1.0,0.45,0.35,8.1,False
8731aad8bffffff,0.8014,0.3606,0.3019,6.49,False
8731aac99ffffff,0.7229,0.3253,0.2598,5.86,False
8731aa021ffffff,0.5004,0.2252,0.1909,4.05,False
873181866ffffff,0.6913,0.3111,0.2419,5.6,False
8731aa625ffffff,0.1235,0.0556,0.062,1.12,False
8731aa1a9ffffff,0.3376,0.1519,0.1289,2.73,False
8731aa1a3ffffff,0.4779,0.215,0.2013,3.87,False
873181b55ffffff,0.278,0.1251,0.114,2.25,False
8731aa506ffffff,1.0,0.45,0.35,8.1,False
8731aa6d4ffffff,0.0,0.0,0.09,1.62,False
8731aa323ffffff,0.5505,0.2477,0.2072,4.46,False
873181841ffffff,0.3998,0.1799,0.1399,3.24,False
873181804ffffff,0.3257,0.1466,0.1413,2.64,False
873185261ffffff,0.0,0.0,0.1,1.8,False
873185249ffffff,1.0,0.45,0.35,8.1,False
8731818e5ffffff,0.0,0.0,0.15,2.7,False
8731aa290ffffff,0.0,0.0,0.075,1.35,False
8731aa890ffffff,0.225,0.1012,0.0787,1.82,False
8731aa72cffffff,1.0,0.45,0.35,8.1,False
8731aa59effffff,0.1369,0.0616,0.0825,1.49,False
873181b65ffffff,0.1601,0.072,0.0935,1.68,False
873181835ffffff,0.2756,0.124,0.134,2.41,False
8731aa1b2ffffff,0.8821,0.3969,0.3203,7.14,False
873181941ffffff,0.2025,0.0911,0.1042,1.88,False
8731aa36cffffff,0.4222,0.19,0.1478,3.42,False
8731aa00bffffff,0.5292,0.2381,0.2185,4.29,False
8731aaaccffffff,0.1691,0.0761,0.1137,2.05,False
8731aa75bffffff,0.2091,0.0941,0.0898,1.69,False
8731aace6ffffff,0.1002,0.0451,0.0351,0.81,False
8731aacd4ffffff,1.0,0.45,0.35,8.1,False
8731aa19cffffff,1.0,0.45,0.35,8.1,False
8731aa0e6ffffff,0.8442,0.3799,0.3122,6.84,False
8731aac1affffff,0.2269,0.1021,0.1294,2.33,False
8731aa074ffffff,1.0,0.45,0.35,8.1,False
873181b1bffffff,0.1639,0.0738,0.1074,1.93,False
87318180cffffff,0.9839,0.4427,0.3744,7.97,False
8731aa88dffffff,0.0,0.0,0.075,1.35,False
873181b30ffffff,0.1683,0.0757,0.1339,2.41,False
8731aa118ffffff,1.0,0.45,0.3568,8.1,False
8731aa673ffffff,0.0102,0.0046,0.0036,0.08,False
873181871ffffff,0.2773,0.1248,0.147,2.65,False
8731aa56cffffff,1.0,0.45,0.35,8.1,False
873181814ffffff,0.0402,0.0181,0.0891,1.6,False
8731aa675ffffff,0.4806,0.2162,0.2244,4.04,False
8731aa116ffffff,0.0,0.0,0.15,2.7,False
873181a33ffffff,0.2395,0.1078,0.1213,2.18,False
8731aa0aeffffff,1.0,0.45,0.35,8.1,False
8731aa354ffffff,0.2733,0.123,0.0957,2.21,False
8731aabb6ffffff,0.5162,0.2323,0.2029,4.18,False
873185246ffffff,0.1642,0.0739,0.0875,1.57,False
873181a03ffffff,1.0,0.45,0.425,8.1,False
8731852d9ffffff,0.2072,0.0932,0.1475,2.66,False
873181a2effffff,0.7871,0.3542,0.2755,6.38,False
8731aad8affffff,0.0,0.0,0.075,1.35,False
8731aa318ffffff,0.0,0.0,0.09,1.62,False
8731aa083ffffff,0.3447,0.1551,0.1207,2.79,False
8731aa611ffffff,0.5008,0.2254,0.1753,4.06,False
87318112bffffff,1.0,0.45,0.35,8.1,False
8731aa74effffff,1.0,0.45,0.35,8.1,False
8731aa14cffffff,0.511,0.2299,0.2088,4.14,False
873185b72ffffff,0.1289,0.058,0.0451,1.04,False
8731aacc0ffffff,0.4593,0.2067,0.1941,3.72,False
8731aa0deffffff,0.9691,0.4361,0.3892,7.85,False
8731aacc6ffffff,0.4646,0.2091,0.1626,3.76,False
8731aa4c5ffffff,0.5232,0.2355,0.1899,4.24,False
8731a805dffffff,1.0,0.45,0.35,8.1,False
8731aac09ffffff,0.0487,0.0219,0.0385,0.69,False
8731aac0bffffff,1.0,0.45,0.35,8.1,False
8731aa30bffffff,0.1083,0.0487,0.0629,1.13,False
8731aa15cffffff,0.5488,0.247,0.2036,4.45,False
8731aa4d8ffffff,1.0,0.45,0.35,8.1,False
87318534dffffff,0.0,0.0,0.1,1.8,False
8731aa583ffffff,1.0,0.45,0.35,8.1,False
8731aa363ffffff,0.3266,0.147,0.1325,2.65,False
873181865ffffff,0.2232,0.1005,0.0897,1.81,False
873181989ffffff,0.1009,0.0454,0.1353,2.44,False
873181856ffffff,1.0,0.45,0.35,8.1,False
8731aa71bffffff,0.0,0.0,0.075,1.35,False
8731aa783ffffff,0.5202,0.2341,0.1914,4.21,False
8731aa060ffffff,1.0,0.45,0.35,8.1,False
8731aac6effffff,0.5642,0.2539,0.1975,4.57,False
8731aaca4ffffff,0.0671,0.0302,0.0235,0.54,False
8731aa771ffffff,1.0,0.45,0.35,8.1,False
8731aa490ffffff,1.0,0.45,0.35,8.1,False
87318185affffff,0.0883,0.0397,0.0309,0.72,False
8731818b6ffffff,0.725,0.3263,0.2538,5.87,False
8731aa0caffffff,0.6609,0.2974,0.2313,5.35,False
8731aa856ffffff,0.0,0.0,0.0,0.0,False
8731aa161ffffff,0.4388,0.1975,0.1536,3.55,False
8731aac92ffffff,1.0,0.45,0.3929,8.1,False
8731aac49ffffff,0.2495,0.1123,0.0873,2.02,False
8731aa8d9ffffff,0.0012,0.0005,0.1043,1.88,False
8731aa71affffff,0.0461,0.0207,0.0461,0.83,False
8731ab554ffffff,0.0,0.0,0.15,2.7,False
8731aac85ffffff,0.0,0.0,0.15,2.7,False
8731aa122ffffff,1.0,0.45,0.36,8.1,False
8731aa0c4ffffff,0.2533,0.114,0.1186,2.14,False
8731aa574ffffff,1.0,0.45,0.35,8.1,False
873181b60ffffff,0.6286,0.2829,0.245,5.09,False
873181811ffffff,0.4519,0.2034,0.24,4.32,False
8731aa48cffffff,0.3562,0.1603,0.1497,2.89,False
873185255ffffff,0.1625,0.0731,0.0869,1.56,False
8731aa4d3ffffff,0.2254,0.1014,0.0914,1.83,False
8731aa7a0ffffff,0.6758,0.3041,0.2465,5.47,False
873181861ffffff,0.5418,0.2438,0.2459,4.43,False
8731aa073ffffff,0.3845,0.173,0.1496,3.11,False
873181929ffffff,0.5105,0.2297,0.2537,4.57,False
873181853ffffff,0.1477,0.0665,0.1267,2.28,False
87318186dffffff,0.4522,0.2035,0.1583,3.66,False
8731aac6cffffff,0.1159,0.0522,0.0406,0.94,False
8731ae2aaffffff,0.2218,0.0998,0.0776,1.8,False
8731aa74cffffff,1.0,0.45,0.35,8.1,False
8731aa8abffffff,0.4584,0.2063,0.1604,3.71,False
8731aad9bffffff,0.0,0.0,0.0,0.0,False
8731aac1effffff,0.2188,0.0985,0.0766,1.77,False
8731aa32dffffff,0.2999,0.135,0.1243,2.43,False
8731aa668ffffff,0.0,0.0,0.05,0.9,False
8731aac9dffffff,0.8833,0.3975,0.3228,7.15,False
8731aa150ffffff,0.5574,0.2508,0.2251,4.51,False
8731aacacffffff,0.6341,0.2854,0.237,5.14,False
8731aa7b2ffffff,0.5384,0.2423,0.2061,4.36,False
87318536cffffff,0.0,0.0,0.05,0.9,False
8731abd92ffffff,0.2537,0.1142,0.111,2.05,False
873181a13ffffff,0.0,0.0,0.075,1.35,False
8731aacc8ffffff,0.818,0.3681,0.2863,6.63,False
873181d61ffffff,0.0,0.0,0.0,0.0,False
8731aa49effffff,0.6168,0.2776,0.2159,5.0,False
8731aacf4ffffff,0.5047,0.2271,0.1767,4.09,False
8731aa725ffffff,0.7892,0.3552,0.2762,6.39,False
8731aa184ffffff,0.4077,0.1835,0.1727,3.3,False
8731aa0a1ffffff,1.0,0.45,0.3615,8.1,False
8731aac88ffffff,0.815,0.3667,0.2968,6.6,False
8731aaca5ffffff,1.0,0.45,0.3687,8.1,False
8731aa7a6ffffff,1.0,0.45,0.35,8.1,False
8731aa689ffffff,0.0,0.0,0.075,1.35,False
8731aa684ffffff,0.6119,0.2753,0.2592,4.96,False
873181a35ffffff,0.0,0.0,0.1,1.8,False
8731aa680ffffff,0.7697,0.3464,0.2994,6.23,False
8731aac9cffffff,1.0,0.45,0.3615,8.1,False
8731aa104ffffff,0.9454,0.4255,0.3309,7.66,False
8731aacedffffff,0.365,0.1643,0.1653,2.97,False
8731aaa99ffffff,0.3301,0.1485,0.1512,2.72,False
8731aaacaffffff,0.285,0.1282,0.1338,2.41,False
873181944ffffff,0.0818,0.0368,0.0786,1.42,False
8731aa4cdffffff,0.7817,0.3518,0.2861,6.33,False
8731aa0acffffff,1.0,0.45,0.365,8.1,False
8731aa686ffffff,0.2036,0.0916,0.1312,2.36,False
8731aa4ddffffff,0.9133,0.411,0.3196,7.4,False
8731aa8d5ffffff,0.117,0.0526,0.0838,1.51,False
8731aace9ffffff,0.0,0.0,0.075,1.35,False
8731aa08cffffff,0.3548,0.1597,0.1342,2.87,False
8731aa19effffff,1.0,0.45,0.35,8.1,False
8731aa372ffffff,0.1693,0.0762,0.0661,1.37,False
8731aa78cffffff,1.0,0.45,0.35,8.1,False
873181b58ffffff,0.589,0.265,0.2061,4.77,False
8731aa10effffff,0.0,0.0,0.15,2.7,False
8731aa376ffffff,0.2283,0.1027,0.1085,1.95,False
8731aaa8affffff,0.4109,0.1849,0.1695,3.33,False
8731aa0f2ffffff,0.4853,0.2184,0.1698,3.93,False
8731aacf2ffffff,0.3665,0.1649,0.1533,2.97,False
8731aa799ffffff,0.0682,0.0307,0.0489,0.88,False
8731aa0f6ffffff,1.0,0.45,0.35,8.1,False
8731aa4b2ffffff,0.0,0.0,0.0375,0.67,False
8731aa106ffffff,0.0,0.0,0.05,0.9,False
8731aa364ffffff,0.0938,0.0422,0.0422,0.76,False
8731aa086ffffff,0.5232,0.2355,0.2062,4.24,False
8731aacb6ffffff,0.0,0.0,0.075,1.35,False
8731aa02cffffff,0.092,0.0414,0.0655,1.18,False
8731aa072ffffff,0.5724,0.2576,0.214,4.64,False
873185b09ffffff,0.2045,0.092,0.1235,2.22,False
873181b6dffffff,0.6167,0.2775,0.2492,5.0,False
8731aa075ffffff,0.6671,0.3002,0.2335,5.4,False
8731aa151ffffff,0.5061,0.2277,0.2071,4.1,False
8731aa185ffffff,1.0,0.45,0.35,8.1,False
8731aa19bffffff,0.5753,0.2589,0.2264,4.66,False
8731aa72bffffff,0.7408,0.3334,0.2593,6.0,False
8731aa088ffffff,0.354,0.1593,0.1572,2.87,False
8731aa782ffffff,0.726,0.3267,0.2657,5.88,False
8731aa008ffffff,0.2046,0.0921,0.0866,1.66,False
8731aa32cffffff,0.3508,0.1578,0.1364,2.84,False
8731aa72dffffff,0.3124,0.1406,0.1502,2.7,False
873181b50ffffff,0.6099,0.2745,0.2135,4.94,False
8731aaad3ffffff,0.2959,0.1332,0.1101,2.4,False
8731aa512ffffff,1.0,0.45,0.35,8.1,False
8731aa018ffffff,1.0,0.45,0.3636,8.1,False
8731aa000ffffff,0.6479,0.2915,0.2268,5.25,False
8731aac8affffff,1.0,0.45,0.35,8.1,False
8731aa448ffffff,1.0,0.45,0.35,8.1,False
87318180dffffff,0.3524,0.1586,0.1733,3.12,False
8731aa795ffffff,0.0,0.0,0.025,0.45,False
8731852dbffffff,0.0725,0.0326,0.0897,1.61,False
8731aa4caffffff,0.6334,0.285,0.2405,5.13,False
8731aa06dffffff,0.922,0.4149,0.337,7.47,False
873181845ffffff,0.0714,0.0321,0.025,0.58,False
8731a8483ffffff,0.0774,0.0348,0.0806,1.45,False
873181b62ffffff,0.0515,0.0232,0.068,1.22,False
8731aaaddffffff,0.0921,0.0414,0.0648,1.17,False
873181969ffffff,0.1314,0.0591,0.1103,1.99,False
8731ae6b4ffffff,0.6682,0.3007,0.2839,5.41,False
873181918ffffff,0.0,0.0,0.075,1.35,False
8731aace5ffffff,0.4415,0.1987,0.1597,3.58,False
8731aa00cffffff,0.2624,0.1181,0.0918,2.13,False
87318524dffffff,0.8943,0.4024,0.338,7.24,False
873181b44ffffff,0.9897,0.4453,0.3964,8.02,False
8731aa5b4ffffff,0.0,0.0,0.0375,0.67,False
8731aa676ffffff,0.446,0.2007,0.2061,3.71,False
8731aa05cffffff,0.9392,0.4227,0.3662,7.61,False
8731aa70dffffff,0.4276,0.1924,0.1497,3.46,False
8731aa4b3ffffff,0.4821,0.2169,0.1687,3.9,False
8731aa592ffffff,0.3517,0.1583,0.1606,2.89,False
8731aabb3ffffff,0.0003,0.0002,0.0751,1.35,False
8731aa58effffff,1.0,0.45,0.38,8.1,False
873185264ffffff,0.5541,0.2494,0.2239,4.49,False
87318186effffff,0.0,0.0,0.1,1.8,False
8731aa8f4ffffff,0.697,0.3136,0.2439,5.65,False
8731aaaaeffffff,0.6053,0.2724,0.2452,4.9,False
8731aa01dffffff,1.0,0.45,0.35,8.1,False
8731aaad2ffffff,0.5155,0.232,0.1804,4.18,False
873181b40ffffff,0.5558,0.2501,0.1945,4.5,False
8731aaad9ffffff,0.0926,0.0417,0.0491,0.88,False
8731aa858ffffff,0.3816,0.1717,0.1669,3.09,False
873181b5cffffff,0.0,0.0,0.075,1.35,False
8731aa003ffffff,1.0,0.45,0.3875,8.1,False
8731aac4bffffff,0.4676,0.2104,0.1937,3.79,False
8731aa6a4ffffff,0.9285,0.4178,0.3464,7.52,False
8731aaad8ffffff,0.2938,0.1322,0.1128,2.38,False
8731aa666ffffff,0.0888,0.04,0.0873,1.57,False
8731aacc4ffffff,0.2883,0.1297,0.1009,2.34,False
8731aacc5ffffff,0.9243,0.4159,0.3318,7.49,False
8731aa969ffffff,0.7131,0.3209,0.2496,5.78,False
8731aa371ffffff,0.0763,0.0343,0.0455,0.82,False
8731aa635ffffff,0.7363,0.3314,0.2827,5.96,False
873181945ffffff,0.8281,0.3726,0.2898,6.71,False
8731aace4ffffff,1.0,0.45,0.35,8.1,False
8731aa62dffffff,0.1367,0.0615,0.0853,1.54,False
8731aa8c4ffffff,0.3694,0.1662,0.1793,3.23,False
8731aa4a6ffffff,0.6214,0.2796,0.2362,5.03,False
8731aa06cffffff,1.0,0.45,0.35,8.1,False
8731aacabffffff,0.4348,0.1956,0.1822,3.52,False
873185209ffffff,0.6726,0.3027,0.2354,5.45,False
8731aa089ffffff,0.7301,0.3285,0.2555,5.91,False
873185252ffffff,0.2476,0.1114,0.1367,2.46,False
8731aa534ffffff,1.0,0.45,0.35,8.1,False
8731852cbffffff,0.8826,0.3972,0.3089,7.15,False
873181b2bffffff,0.5957,0.2681,0.2085,4.83,False
8731aa014ffffff,0.092,0.0414,0.0322,0.74,False
8731aa02bffffff,1.0,0.45,0.3714,8.1,False
8731aa8ecffffff,0.0,0.0,0.0,0.0,False
8731aa345ffffff,0.1906,0.0858,0.1167,2.1,False
873181b20ffffff,1.0,0.45,0.35,8.1,False
8731aad8dffffff,0.7949,0.3577,0.2782,6.44,False
8731aa331ffffff,0.3792,0.1706,0.1648,3.07,False
8731aada2ffffff,0.0,0.0,0.15,2.7,False
8731aa019ffffff,1.0,0.45,0.35,8.1,False
8731aa715ffffff,0.944,0.4248,0.3369,7.65,False
8731aa0d5ffffff,1.0,0.45,0.35,8.1,False
8731aa8c0ffffff,1.0,0.45,0.35,8.1,False
8731aa78effffff,0.5657,0.2546,0.198,4.58,False
8731aa88cffffff,0.1413,0.0636,0.0495,1.14,False
8731aa4c0ffffff,0.5181,0.2331,0.1813,4.2,False
8731aa16effffff,0.1851,0.0833,0.0648,1.5,False
8731aa061ffffff,1.0,0.45,0.35,8.1,False
8731aa718ffffff,0.0755,0.034,0.0264,0.61,False
8731aa1a5ffffff,0.9046,0.4071,0.3166,7.33,False
873181968ffffff,0.6521,0.2934,0.2604,5.28,False
87318180bffffff,0.1395,0.0628,0.1088,1.96,False
873181b69ffffff,0.3966,0.1784,0.1388,3.21,False
873181854ffffff,1.0,0.45,0.4,8.1,False
873181955ffffff,0.2767,0.1245,0.1183,2.24,False
8731abd9dffffff,0.5161,0.2322,0.202,4.18,False
8731aacadffffff,0.0,0.0,0.075,1.35,False
8731aa7aeffffff,0.5238,0.2357,0.2333,4.24,False
8731aadb0ffffff,0.8828,0.3973,0.339,7.15,False
8731aa325ffffff,0.3601,0.162,0.1403,2.92,False
8731aa4abffffff,0.8689,0.391,0.3041,7.04,False
8731aa7abffffff,0.0,0.0,0.075,1.35,False
8731aa45dffffff,1.0,0.45,0.35,8.1,False
8731aa365ffffff,0.2726,0.1227,0.107,2.21,False
8731aa85bffffff,0.0,0.0,0.0353,0.64,False
8731ae305ffffff,0.1183,0.0532,0.0414,0.96,False
8731aaa9dffffff,0.6023,0.271,0.2108,4.88,False
873181822ffffff,0.4177,0.188,0.1962,3.53,False
8731aac9effffff,0.8781,0.3951,0.3288,7.11,False
8731abd82ffffff,0.6855,0.3085,0.2745,5.55,False
8731aa5b0ffffff,0.3988,0.1795,0.1396,3.23,False
873181803ffffff,0.3058,0.1376,0.132,2.48,False
8731852e9ffffff,0.6883,0.3097,0.2409,5.57,False
873181b53ffffff,0.0065,0.0029,0.0023,0.05,False
873181870ffffff,1.0,0.45,0.35,8.1,False
8731aa8c9ffffff,1.0,0.45,0.35,8.1,False
8731aac98ffffff,0.843,0.3794,0.3272,6.83,False
8731aacf1ffffff,0.4463,0.2008,0.2124,3.82,False
8731aaa9bffffff,0.7915,0.3562,0.283,6.41,False
8731aa5a4ffffff,0.7331,0.3299,0.2666,5.94,False
8731aa125ffffff,0.0,0.0,0.0375,0.67,False
8731aa774ffffff,0.0,0.0,0.15,2.7,False
8731a84ceffffff,1.0,0.45,0.4,8.1,False
8731aa0c0ffffff,0.2356,0.106,0.1125,2.02,False
8731aa158ffffff,0.5779,0.26,0.2237,4.68,False
8731aa114ffffff,0.5678,0.2555,0.2487,4.6,False
873181809ffffff,0.0548,0.0247,0.0692,1.25,False
873181919ffffff,1.0,0.45,0.35,8.1,False
8731aa482ffffff,1.0,0.45,0.38,8.1,False
8731aa871ffffff,0.2512,0.113,0.1254,2.26,False
8731aace1ffffff,1.0,0.45,0.35,8.1,False
8731aa79affffff,0.5652,0.2543,0.1978,4.58,False
8731aa010ffffff,0.5777,0.26,0.2022,4.68,False
8731aa335ffffff,0.9513,0.4281,0.333,7.71,False
8731aa630ffffff,0.6758,0.3041,0.2365,5.47,False
873181959ffffff,0.8119,0.3653,0.2842,6.58,False
8731aa304ffffff,0.2103,0.0946,0.0736,1.7,False
8731aa8e1ffffff,0.5738,0.2582,0.2308,4.65,False
8731aa79effffff,0.0022,0.001,0.0008,0.02,False
873181b0bffffff,0.0,0.0,0.075,1.35,False
8731aa0e4ffffff,0.5247,0.2361,0.2003,4.25,False
8731aa0e2ffffff,0.0905,0.0407,0.0317,0.73,False
873185b74ffffff,0.3725,0.1676,0.1304,3.02,False
873181b2effffff,0.2862,0.1288,0.1002,2.32,False
873181862ffffff,0.0614,0.0276,0.0215,0.5,False
8731aa0b3ffffff,0.9765,0.4394,0.3418,7.91,False
8731aa61affffff,0.0,0.0,0.0,0.0,False
8731aa636ffffff,1.0,0.45,0.35,8.1,False
8731aa765ffffff,1.0,0.45,0.35,8.1,False
8731818a1ffffff,0.0,0.0,0.0,0.0,False
8731aa6a9ffffff,1.0,0.45,0.4,8.1,False
8731aac10ffffff,0.2023,0.091,0.0708,1.64,False
8731aa71effffff,0.329,0.1481,0.1402,2.66,False
873185b51ffffff,0.0855,0.0385,0.0299,0.69,False
8731852d8ffffff,0.0,0.0,0.075,1.35,False
8731aac72ffffff,0.9773,0.4398,0.342,7.92,False
8731aa94cffffff,0.0,0.0,0.15,2.7,False
8731abd81ffffff,0.5321,0.2394,0.1862,4.31,False
87318524bffffff,0.0,0.0,0.0,0.0,False
8731aa608ffffff,0.1097,0.0493,0.0384,0.89,False
8731aab03ffffff,1.0,0.45,0.35,8.1,False
8731aa166ffffff,0.4663,0.2098,0.1632,3.78,False
8731aa123ffffff,0.0,0.0,0.1125,2.02,False
8731aa485ffffff,0.4442,0.1999,0.1555,3.6,False
873185a30ffffff,0.5185,0.2333,0.2115,4.2,False
8731aac14ffffff,1.0,0.45,0.35,8.1,False
873181b03ffffff,0.6109,0.2749,0.2138,4.95,False
873181b09ffffff,1.0,0.45,0.35,8.1,False
873181b68ffffff,0.5746,0.2586,0.2225,4.65,False
87318191dffffff,0.0316,0.0142,0.0611,1.1,False
8731aa48bffffff,0.7763,0.3493,0.2717,6.29,False
8731aa4d9ffffff,0.058,0.0261,0.0703,1.27,False
8731aa0d6ffffff,0.5843,0.2629,0.2045,4.73,False
8731aa6f4ffffff,0.0,0.0,0.075,1.35,False
8731aa015ffffff,1.0,0.45,0.3667,8.1,False
87318536bffffff,0.414,0.1863,0.1663,3.35,False
8731aac56ffffff,0.4204,0.1892,0.1472,3.41,False
8731aa0b2ffffff,1.0,0.45,0.35,8.1,False
8731aa595ffffff,0.7502,0.3376,0.2626,6.08,False
873181b22ffffff,0.0,0.0,0.15,2.7,False
8731aa344ffffff,0.2039,0.0917,0.0714,1.65,False
873185244ffffff,0.1065,0.0479,0.0373,0.86,False
873185b56ffffff,0.2535,0.1141,0.1316,2.37,False
